#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	658	18	N	N	2	both	*	1
contig_3	3269	26	N	N	2	none	*	2,3,-4
contig_5	523	39	N	N	4	both	*	5
contig_6	661	19	N	N	2	both	*	6
contig_7	11938	57	N	N	5	left	*	16215,7,-13069
contig_8	1448	22	N	N	2	both	*	8
contig_9	1233	3	N	N	1	both	*	9
contig_11	2848	4	N	N	1	both	*	10,11,-10
contig_12	6530	30	N	N	3	both	*	12
contig_13	5907	5	N	N	1	both	*	13
contig_15	1958	5	N	N	1	both	*	15
contig_16	1212	19	N	N	2	both	*	16
contig_17	7046	8	N	N	1	both	*	17
contig_18	15743	6	N	N	1	both	*	18
contig_19	1581	8	N	N	1	both	*	19
contig_20	2723	3	N	N	1	both	*	20
contig_21	1933	3	N	N	1	both	*	21
contig_22	615	4	N	N	1	both	*	22
contig_25	3952	83	N	N	8	none	*	-23,23,25,-27,-26
contig_29	1616	22	N	N	2	both	*	29
contig_30	1677	15	N	N	1	both	*	30
contig_31	2507	6	N	N	1	both	*	31
contig_32	6770	4	N	N	1	both	*	15451,15451,32,33
contig_37	2179	13	N	N	1	both	*	37
contig_38	3201	10	N	N	1	none	*	38,-36,-35,35,36
contig_39	1899	3	N	N	1	both	*	39
contig_42	8261	73	N	N	7	none	*	-41,41,-41,41,42,45,46,44,-44,-46,-45,-43
contig_49	6206	9	N	N	1	both	*	49
contig_50	1297	6	N	N	1	both	*	50
contig_51	1979	27	N	N	2	both	*	51
contig_55	8699	28	N	N	3	both	*	55
contig_56	2574	7	N	N	1	both	*	56
contig_57	2589	8	N	N	1	both	*	57
contig_58	4922	3	N	N	1	both	*	58
contig_59	6005	4	N	N	1	both	*	59
contig_63	5365	11	N	N	1	none	*	-64,-62,-61,63,64,65,66,66,-66,-66,-65
contig_68	3756	30	N	N	3	none	*	65,66,66,67,68
contig_69	1007	4	N	N	1	both	*	69
contig_70	520	11	N	N	1	none	*	70
contig_71	13784	46	N	N	4	none	*	-62,-61,71,73,74,-74,-73
contig_72	1032	13	N	N	1	both	*	72
contig_75	1073	37	N	N	3	both	*	75
contig_76	1351	27	N	N	2	both	*	76
contig_77	1020	3	N	N	1	both	*	77
contig_78	1774	4	N	N	1	both	*	78
contig_79	4027	3	N	N	1	both	*	79
contig_80	1335	9	N	N	1	both	*	80
contig_81	564	44	N	N	4	both	*	81
contig_82	1342	8	N	N	1	both	*	82
contig_83	573	27	N	N	2	both	*	83
contig_86	6238	98	N	N	9	none	*	-85,85,86,87,-87,87,-87
contig_88	6406	15	N	N	1	both	*	88
contig_89	2203	13	N	N	1	both	*	89
contig_90	1532	12	N	N	1	both	*	90
contig_91	4277	3	N	N	1	both	*	91
contig_93	2322	10	N	N	1	both	*	93
contig_94	15308	12	N	N	1	both	*	-15458,94
contig_95	588	6	N	N	1	both	*	95
contig_96	10609	3	N	N	1	both	*	96
contig_98	633	18	N	N	2	both	*	98
contig_100	3780	4	N	N	1	none	*	97,99,100,-99
contig_101	4260	3	N	N	1	both	*	101
contig_102	2395	9	N	N	1	both	*	102
contig_103	4988	10	N	N	1	both	*	103
contig_108	3810	9	N	N	1	none	*	107,108,-107
contig_109	7405	4	N	N	1	both	*	109
contig_110	1384	4	N	N	1	both	*	110
contig_111	1196	10	N	N	1	both	*	111
contig_112	4157	7	N	N	1	both	*	112
contig_114	3493	5	N	N	1	none	*	113,114,-113
contig_115	3084	4	N	N	1	left	*	115,-116
contig_118	2575	22	N	N	2	none	*	117,118,-117
contig_119	537	56	N	N	5	both	*	119
contig_120	8936	37	N	N	3	both	*	120
