#seq_name	length	coverage
contig_8	1023	52
contig_9	938	42
contig_1	646	23
contig_3	3712	21
contig_16	1333	29
contig_21	1050	52
contig_27	1234	38
contig_19	2760	21
contig_11	2906	24
contig_29	2888	16
contig_31	2732	14
contig_33	1429	8
contig_25	2370	23
contig_34	1803	20
contig_18	2022	57
contig_41	1811	11
contig_23	5280	23
contig_58	1127	1
contig_43	2506	22
contig_49	2837	10
contig_48	1822	37
contig_42	2180	40
contig_40	1625	92
contig_30	5762	22
contig_24	6187	38
contig_36	4254	26
contig_68	1797	12
contig_15	10877	17
contig_65	2558	18
contig_66	2458	25
contig_59	1999	113
contig_71	1526	22
contig_67	4304	12
contig_73	999	54
contig_69	5858	15
contig_72	246	7
contig_44	6023	21
contig_75	1096	33
contig_76	564	64
contig_74	3943	26
contig_78	573	76
contig_80	1931	20
contig_77	1228	91
contig_85	938	8
contig_83	4276	12
contig_32	14447	35
contig_92	405	4
contig_90	2340	39
contig_97	3732	7
contig_20	6175	134
contig_98	2344	19
contig_84	2754	73
contig_82	1580	189
contig_96	3044	26
contig_93	10083	7
contig_106	1206	15
contig_104	2951	13
contig_105	981	27
contig_99	5064	25
contig_109	1750	18
contig_64	8826	44
contig_51	8261	40
contig_88	9503	23
contig_107	3579	17
contig_111	3122	24
contig_101	5028	24
contig_117	1201	44
contig_102	7829	19
contig_121	2412	34
contig_123	1769	40
contig_110	6788	17
contig_122	4784	20
contig_124	3188	21
contig_132	799	71
contig_161	561	6
contig_157	1463	8
contig_127	3794	30
contig_143	3011	25
contig_160	1501	12
contig_162	2789	22
contig_141	6663	20
contig_173	80	0
contig_163	5197	27
contig_181	2408	8
contig_174	959	4
contig_131	3186	174
contig_168	2771	105
contig_167	4685	38
contig_159	3327	92
contig_165	4571	57
contig_95	9827	51
contig_180	3571	23
contig_183	4143	13
contig_190	1858	22
contig_187	1360	20
contig_185	5503	14
contig_188	3329	22
contig_169	7127	38
contig_196	529	31
contig_192	1676	20
contig_175	7706	19
contig_204	579	12
contig_186	3835	45
contig_202	1054	54
contig_189	3764	24
contig_208	2980	6
contig_206	2575	16
contig_116	12588	25
contig_212	853	59
contig_134	13956	35
contig_191	7611	27
contig_91	20897	31
contig_207	3460	26
contig_220	1061	68
contig_214	2809	22
contig_225	927	1
contig_223	1265	52
contig_221	1982	61
contig_222	5004	19
contig_228	2326	16
contig_231	1152	20
contig_205	9696	14
contig_242	3476	14
contig_245	400	10
contig_256	1781	18
contig_227	5928	23
contig_248	1697	48
contig_260	1154	61
contig_262	775	7
contig_259	3495	16
contig_70	15766	96
contig_130	9658	118
contig_263	1886	20
contig_246	6840	16
contig_243	5240	26
contig_269	1069	26
contig_254	6211	18
contig_270	1865	15
contig_238	4041	37
contig_271	1930	16
contig_276	3504	19
contig_244	7873	40
contig_240	4279	113
contig_282	1901	31
contig_284	2270	22
contig_281	3882	15
contig_283	1382	33
contig_279	3819	20
contig_291	2002	8
contig_268	6450	31
contig_292	1734	8
contig_277	4740	19
contig_285	4148	31
contig_295	2636	11
contig_296	2212	16
contig_294	2625	21
contig_193	12759	53
contig_293	3561	18
contig_273	6794	45
contig_318	2663	17
contig_297	3976	20
contig_328	2333	15
contig_315	5322	19
contig_329	1541	32
contig_324	3167	18
contig_327	4901	21
contig_342	3836	17
contig_278	9807	56
contig_341	5695	16
contig_343	8261	4
contig_258	7088	128
contig_354	2589	14
contig_338	4462	66
contig_356	1792	5
contig_322	4384	32
contig_357	1482	41
contig_321	7111	44
contig_319	7538	46
contig_355	4425	29
contig_348	4575	38
contig_358	1544	34
contig_364	1081	26
contig_359	4567	14
contig_320	12807	44
contig_349	6988	24
contig_366	3668	12
contig_363	3002	22
contig_362	2772	51
contig_361	1231	105
contig_373	1055	20
contig_365	1051	90
contig_339	9104	26
contig_372	3513	15
contig_323	11392	34
contig_370	5591	14
contig_376	1367	57
contig_389	530	17
contig_379	1671	19
contig_387	2703	15
contig_393	1195	4
contig_377	3006	47
contig_384	1654	85
contig_394	2022	20
contig_385	4359	20
contig_397	2253	13
contig_374	8085	26
contig_378	8572	22
contig_401	831	11
contig_398	1220	23
contig_391	5232	20
contig_317	10934	71
contig_399	1677	40
contig_395	4236	32
contig_400	1783	31
contig_392	7617	19
contig_390	8680	32
contig_412	105	0
contig_403	3592	19
contig_404	4368	18
contig_402	4565	25
contig_420	1415	35
contig_419	3011	21
contig_416	3559	18
contig_417	3342	19
contig_422	3803	16
contig_430	1794	18
contig_405	4210	28
contig_396	5699	31
contig_375	6701	61
contig_431	1834	13
contig_428	1345	73
contig_414	7896	11
contig_406	5903	22
contig_413	7185	29
contig_435	2915	20
contig_433	1647	30
contig_442	1086	27
contig_434	4210	16
contig_444	3375	37
contig_436	1043	161
contig_451	2985	21
contig_475	4905	10
contig_479	4173	7
contig_467	2715	20
contig_289	16963	66
contig_437	3147	41
contig_460	2857	19
contig_482	3164	40
contig_481	1595	111
contig_491	1929	29
contig_483	1244	89
contig_439	4832	37
contig_488	2371	20
contig_441	7353	31
contig_501	1796	21
contig_497	4694	13
contig_500	1448	59
contig_503	2469	17
contig_485	4533	46
contig_502	3084	25
contig_489	6222	20
contig_508	2243	13
contig_494	3204	47
contig_498	3313	24
contig_504	3202	20
contig_509	960	9
contig_517	527	7
contig_450	4737	102
contig_496	4505	18
contig_528	2430	14
contig_526	1089	38
contig_513	1809	69
contig_534	2607	5
