#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_150	18632	83	N	N	16	*	-139,-139,-139,-149,-139,-139,-139,-139,139,139,139,139,149,139,139,150,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,*
contig_465	18384	16	Y	N	3	*	465
contig_129	12814	70	N	N	5	*	-128,-128,-128,-128,-128,-128,-128,129,-128,-128,-128,130,-128,-128,130,128,128,128,128
contig_416	12325	16	N	N	2	*	*,416,*
contig_60	11606	241	N	N	60	*	60,72,-73,-61,2,2,2,2,30,2,2,2,2,2,2,2,2
contig_550	10902	7	N	Y	3	*	550
contig_323	9925	35	N	N	3	*	321,322,322,323,-322,-322,-322,-322,-321,-321
contig_615	9282	42	Y	N	1	*	615
contig_333	9192	12	N	N	3	*	*,333,*
contig_639	8859	9	Y	Y	4	*	639
contig_643	8786	66	N	N	3	*	*,643,*
contig_287	8778	19	N	N	4	*	*,287,*
contig_575	8742	23	N	N	5	*	*,575,*
contig_248	8552	4	N	Y	2	*	248
contig_258	8539	25	N	N	1	*	-259,-259,-257,258,257,259,259,259
contig_291	8505	13	N	N	3	*	*,291,*
contig_601	8151	4	N	N	1	*	*,601,*
contig_341	8146	30	N	N	7	*	-342,345,341,-340
contig_594	7923	14	N	N	3	*	*,594,*
contig_81	7645	78	N	Y	26	*	*,81,*
contig_568	7547	36	N	N	1	*	-566,567,-567,566,-566,567,-567,566,568,571,-571
contig_431	7236	3	N	N	1	*	*,431,*
contig_330	7016	3	N	N	1	*	*,330,*
contig_375	6943	20	N	N	5	*	*,375,*
contig_300	6884	20	N	N	5	*	*,-295,-299,-294,300,294,299,295,*
contig_83	6806	20	N	N	1	*	*,80,80,80,82,82,83,-80,-81,*
contig_154	6695	96	N	Y	5	*	154
contig_589	6476	5	N	N	1	*	*,589,*
contig_87	6442	66	N	N	8	*	87,-86,-86,-86,-86,89,86,86,86,86
contig_456	6405	31	N	N	3	*	*,456,*
contig_110	6372	66	N	Y	33	*	110
contig_515	6222	44	N	N	1	*	*,514,513,514,513,513,514,513,515,-517,-517,-517,516,516
contig_435	6052	101	N	Y	33	*	435
contig_153	5986	12	N	N	2	*	*,153,*
contig_272	5986	4	N	N	1	*	*,272,*
contig_499	5971	66	N	N	16	*	*,499,*
contig_632	5967	5	Y	N	1	*	632
contig_637	5776	5	Y	N	1	*	637
contig_391	5773	3	N	N	1	*	*,391,*
contig_440	5569	19	N	N	3	*	*,440,*
contig_70	5499	5	N	N	1	*	*,70,*
contig_500	5497	5	N	N	1	*	*,500,*
contig_383	5382	22	N	N	5	*	*,383,*
contig_396	5360	5	Y	Y	2	*	396
contig_145	5335	323	N	Y	161	*	145
contig_666	5237	3	Y	Y	1	*	666
