#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2130	38964	69	N	N	5	*	15653,2130,*
contig_2961	28120	47	N	N	2	*	-7520,2961,2962,2963,-2964,2964,-2963,-2962
contig_4802	25633	113	N	N	10	*	7408,7406,-7407,-7410,7410,7407,-7406,-7408,4802,-7991,-7991,*
contig_11744	24374	41	N	N	3	*	-11743,11743,11744,*
contig_7128	21815	35	N	N	2	*	-7127,7130,7128,12588,12587,*
contig_2034	21763	73	N	N	5	*	*,2034,*
contig_91	20897	31	N	N	3	*	*,91,*
contig_7592	20110	31	N	N	4	*	*,-7590,-7589,7592,7589,*
contig_1959	19821	32	N	N	2	*	-15212,1959,1961,-1961,1961,-1961
contig_5095	18806	109	N	N	10	*	5097,5095,-5098,*
contig_3353	18767	23	N	N	2	*	3349,3353,9051,9052,9053,*
contig_6647	18249	39	N	N	4	*	*,6647,*
contig_10567	18223	19	N	N	2	*	*,1941,10567,*
contig_4317	18052	20	N	N	2	*	*,4317,*
contig_4828	17772	25	N	N	2	*	8487,8488,-8488,4828,4830,4831,4832,4833,4836,-4832,-4831,-4830
contig_2090	17542	79	N	N	7	*	*,2090,2094
contig_1537	17446	35	N	N	4	*	*,1537,*
contig_16189	17153	50	N	N	4	*	*,16189,*
contig_13307	17121	18	N	N	4	*	*,13307,*
contig_5554	17064	38	N	N	3	*	*,5554,*
contig_289	16963	66	N	N	5	*	13379,289,-11616,11616,-11616
contig_1933	16924	99	N	N	9	*	*,-9064,-9063,1933,6443,6444,*
contig_1352	16714	13	N	N	2	*	*,1352,*
contig_7186	16680	35	N	Y	3	*	*,7186
contig_4262	16612	30	N	N	3	*	*,4262,*
contig_1415	16574	45	N	N	4	*	1410,-1408,1414,-1417,-1416,1416,1417,-1414,1408,-1410,-1410,1415,-9515,*
contig_4901	16570	27	N	N	2	*	-16698,-12561,-16045,-6392,-6391,-4904,4901,6391,6392,16045,12561,16698
contig_5255	16324	90	N	N	9	*	*,5255,-5252,-5251,-5253,5257
contig_10207	16259	69	N	N	5	*	-14246,14246,-14246,14246,10207,-10209,10209,10210,-10209,10209
contig_5616	16215	28	N	N	2	*	*,5616,*
contig_10352	15936	14	N	Y	3	*	10352
contig_7160	15831	15	N	N	1	*	*,7160,14256
contig_70	15766	96	N	N	8	*	*,70,*
contig_4468	15749	64	N	N	4	*	*,4468,*
contig_7871	15721	49	N	N	5	*	*,7871,*
contig_1285	15719	51	N	N	3	*	*,1285,*
contig_3124	15680	33	N	N	3	*	3126,-3126,3124,-3125,3125
contig_1321	15677	38	N	N	2	*	12743,-12741,-12740,12741,-12743,1321,-7188
contig_2558	15631	11	N	N	2	*	*,2558,*
contig_5807	15617	49	N	N	4	*	*,5807,*
contig_13478	15607	27	N	N	2	*	*,13478,*
contig_3214	15522	45	N	N	2	*	*,-3227,-3226,3214,3216,-3217,3218,-3222,-3216
contig_10789	15441	39	N	N	4	*	*,10789,*
contig_6798	15431	30	N	N	3	*	6790,-6790,-6790,6798,-9470,9467,9466
contig_1328	15377	22	N	N	2	*	1326,-1327,-1326,1328,1330,1329,1330
contig_4233	15343	40	N	N	4	*	-12534,4233,12533,-12533,12533,-12533
contig_14116	15341	43	N	N	4	*	*,14116,*
contig_11913	15296	96	N	N	9	*	11907,11911,-11905,-11904,11904,11905,11910,-11908,-11907,11913,12818,12818,-12819,-12820
contig_12913	15278	43	N	N	4	*	-8770,-8769,12913,12915,12915,12915,-12916,-12915
contig_12028	15223	19	N	N	2	*	12025,12027,12028,-12027,-12025
contig_6849	15187	21	N	N	2	*	-6852,-6850,6849,-12411,-12410,-12409,12412,-12412,12413,-12409,-12409,12412
contig_642	15124	56	N	N	6	*	*,642,*
contig_9981	15061	32	N	N	2	*	*,9981,*
contig_2775	15057	82	N	N	8	*	*,2775,*
contig_8047	15043	57	N	N	3	*	-7548,8043,8044,8047,-8046,-8042,-8041,-8040,7548
contig_1201	14956	61	N	N	4	*	*,1201,*
contig_2630	14925	55	N	N	4	*	*,2630,*
contig_5331	14906	32	Y	N	3	*	5331
contig_15793	14823	27	N	N	5	*	*,15793,*
contig_2118	14707	96	N	N	8	*	4531,2118,-6844,6840,-6842
contig_7224	14518	19	N	N	2	*	*,7224,*
contig_1868	14505	67	N	N	5	*	1867,-1866,1866,1868,*
contig_10924	14492	96	N	N	9	*	-5069,10922,10924,13241
contig_32	14447	35	N	N	5	*	*,32,*
contig_5420	14429	61	N	N	4	*	6612,6613,-6614,6614,-6613,-6612,5420,-5423
contig_9936	14427	99	N	N	8	*	*,9936,*
contig_3868	14346	35	N	N	2	*	10511,-10510,-10509,10509,10510,-10511,3868,-9290
contig_13724	14341	29	N	N	4	*	*,13724,*
contig_16092	14238	96	N	N	10	*	*,16092,*
contig_9699	14138	42	N	N	3	*	*,9699,*
contig_548	14128	13	N	N	2	*	*,548,*
contig_12811	14127	19	N	Y	2	*	12811,*
contig_14181	14077	51	N	N	5	*	*,16897,14181,16898,*
