#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	2300	3	N	N	1	both	*	1
contig_2	2571	4	N	N	1	both	*	2
contig_3	2870	3	N	N	1	both	*	3
contig_4	2482	3	N	N	1	both	*	4
contig_5	2399	5	N	N	2	both	*	5
contig_6	2655	4	N	N	1	both	*	6
contig_7	2697	3	N	N	1	both	*	7
contig_10	2203	3	N	N	1	both	*	10
contig_11	2219	3	N	N	1	both	*	11
contig_12	2530	4	N	N	1	both	*	12
contig_13	2480	3	N	N	1	both	*	13
contig_18	3663	4	N	N	1	both	*	18
contig_19	2282	3	N	N	1	both	*	19
contig_20	2777	3	N	N	1	both	*	20
contig_21	2062	4	N	N	1	both	*	21
contig_22	2584	3	N	N	1	both	*	22
contig_23	2265	3	N	N	1	both	*	23
contig_24	2418	3	N	N	1	both	*	24
contig_25	2299	3	N	N	1	both	*	25
contig_26	2671	3	N	N	1	both	*	26
contig_27	1335	4	N	N	1	both	*	27
contig_28	2889	3	N	N	1	both	*	28
contig_30	3957	3	N	N	1	both	*	30
contig_31	1126	4	N	N	1	both	*	31
contig_32	2287	3	N	N	1	both	*	32
contig_33	4033	4	N	N	1	both	*	33
contig_34	3059	3	N	N	1	both	*	34
contig_35	3071	5	N	N	2	both	*	35
contig_36	2289	3	N	N	1	both	*	36
contig_37	3212	3	N	N	1	both	*	37
contig_38	5097	4	N	N	1	both	*	38
contig_39	2756	3	N	N	1	both	*	39
contig_42	4008	3	N	N	1	right	*	42,-86
contig_43	2730	3	N	N	1	both	*	43
contig_44	2379	3	N	N	1	both	*	44
contig_45	3069	4	N	N	1	both	*	45
contig_46	2496	3	N	N	1	both	*	46
contig_47	4324	3	N	N	1	both	*	47
contig_48	2385	3	N	N	1	both	*	48
contig_49	3457	3	N	N	1	both	*	49
contig_50	2520	5	N	N	2	both	*	50
contig_51	2346	3	N	N	1	both	*	51
contig_52	3829	4	N	N	1	both	*	52
contig_53	2855	3	N	N	1	both	*	53
contig_54	6888	3	N	N	1	both	*	54
contig_55	2746	3	N	N	1	both	*	55
contig_56	3450	3	N	N	1	both	*	56
contig_57	1875	8	N	N	3	both	*	57
contig_58	2711	3	N	N	1	both	*	58
contig_59	2596	3	N	N	1	both	*	59
contig_60	2582	3	N	N	1	both	*	60
contig_61	2807	3	N	N	1	both	*	61
contig_62	2179	3	N	N	1	both	*	62
contig_63	2579	4	N	N	1	both	*	63
contig_64	2543	3	N	N	1	both	*	64
contig_65	8550	3	N	N	1	both	*	65
contig_66	3539	3	N	N	1	both	*	66
contig_67	2348	3	N	N	1	both	*	67
contig_68	2457	3	N	N	1	both	*	68
contig_69	3309	3	N	N	1	both	*	69
contig_70	5504	3	N	N	1	both	*	70
contig_71	5984	3	N	N	1	both	*	71
contig_72	2668	4	N	N	1	both	*	72
contig_73	2363	3	N	N	1	both	*	73
contig_74	3966	3	N	N	1	both	*	74
contig_76	4001	3	N	N	1	both	*	76
contig_77	2665	3	N	N	1	both	*	77
contig_78	2876	3	N	N	1	both	*	78
contig_79	6925	3	N	N	1	both	*	79
contig_82	3011	4	N	N	1	both	*	82
contig_83	3891	3	N	N	1	both	*	83
contig_8	572	8	N	Y	3	none	*	8
contig_9	935	15	N	Y	5	none	*	9
contig_14	3239	9	N	Y	3	none	3	14
contig_15	5172	6	Y	Y	2	none	*	15
contig_16	837	1	N	Y	1	right	2	16
contig_17	649	1	N	Y	1	both	2	17
contig_29	3623	1	Y	Y	1	none	*	29
contig_40	1340	2	Y	Y	1	none	*	40
contig_41	5707	1	N	Y	1	left	*	41
contig_75	2772	4	Y	Y	1	none	*	75
contig_80	2089	2	N	Y	1	none	*	80
contig_81	1714	1	N	Y	1	none	*	81
contig_84	2883	3	Y	Y	1	none	*	84
contig_85	1722	1	N	Y	1	none	*	85
contig_87	5674	2	Y	Y	1	none	*	87
