#seq_name	length	coverage
contig_1	646	23
contig_10	11610	23
contig_100	3515	20
contig_1000	3215	16
contig_10000	2236	14
contig_10001	1659	10
contig_10002	4989	11
contig_10003	6767	21
contig_10004	3234	24
contig_10008	501	4
contig_10009	1680	8
contig_1001	5121	7
contig_10010	12141	43
contig_10011	2954	14
contig_10013	4279	30
contig_10014	3488	18
contig_10015	3488	14
contig_10016	603	58
contig_10017	491	33
contig_10018	717	19
contig_10019	1890	56
contig_1002	447	12
contig_10021	5757	17
contig_10026	652	18
contig_10027	4057	55
contig_10028	8554	54
contig_10029	2586	18
contig_1003	792	125
contig_10030	1927	24
contig_10031	2933	11
contig_10032	3535	11
contig_10033	4664	15
contig_10034	2318	20
contig_10035	2242	16
contig_10037	2138	99
contig_10038	3452	18
contig_1004	490	137
contig_10040	3999	19
contig_10041	7824	50
contig_10043	4129	20
contig_10044	4070	101
contig_10046	2030	93
contig_10047	2154	76
contig_10048	1515	10
contig_10049	3484	49
contig_1005	335	5
contig_10050	4521	20
contig_10051	1188	165
contig_10052	2375	9
contig_10053	1118	27
contig_10054	1708	10
contig_10055	2522	20
contig_10057	2053	13
contig_10058	11553	74
contig_10060	1327	14
contig_10062	2324	5
contig_10063	2203	20
contig_10064	3655	11
contig_10065	1092	12
contig_10066	5645	21
contig_10067	6566	23
contig_10068	1331	9
contig_10069	7056	4
contig_1007	1065	100
contig_10070	7488	23
contig_10071	2131	18
contig_10072	2473	8
contig_10073	3943	14
contig_10074	2727	12
contig_10075	646	32
contig_10076	1155	19
contig_10077	581	10
contig_10078	359	4
contig_10079	555	17
contig_1008	606	20
contig_10080	570	12
contig_10081	9101	68
contig_10082	2348	21
contig_10083	1997	15
contig_10084	1020	20
contig_10085	6812	14
contig_10086	2196	14
contig_10087	3225	23
contig_10088	2991	48
contig_10089	913	116
contig_10090	3333	41
contig_10091	1735	20
contig_10092	1215	38
contig_10093	2548	55
contig_10094	2560	30
contig_10095	5697	12
contig_10096	4349	54
contig_10097	4207	117
contig_10098	7135	27
contig_10099	2427	20
contig_101	3732	7
contig_10100	2922	23
contig_10101	2257	5
contig_10102	1759	18
contig_10103	2458	15
contig_10104	1434	14
contig_10105	1300	21
contig_10106	3215	18
contig_10107	3249	14
contig_10108	5154	11
contig_10109	2441	21
contig_1011	1860	53
contig_10110	2364	8
contig_10111	2053	13
contig_10112	1756	21
contig_10113	2480	15
contig_10114	6920	26
contig_10115	1319	17
contig_10116	1381	21
contig_10118	1329	7
contig_10119	2818	10
contig_1012	1865	44
contig_10120	251	3
contig_10121	696	7
contig_10122	7277	21
contig_10123	4670	22
contig_10124	2234	9
contig_10125	1282	18
contig_10126	2761	7
contig_10127	6312	55
contig_10128	6339	58
contig_10129	3448	22
contig_1013	4500	21
contig_10130	5629	25
contig_10131	1977	32
contig_10132	606	46
contig_10133	1198	10
contig_10134	5781	50
contig_10135	1862	12
contig_10136	686	6
contig_10137	3406	25
contig_10138	1889	20
contig_10139	1146	30
contig_1014	652	19
contig_10140	1827	8
contig_10141	11698	15
contig_10142	8779	22
contig_10143	2304	19
contig_10144	3208	12
contig_10145	2768	42
contig_10146	2214	22
contig_10148	485	55
contig_10150	534	103
contig_10151	534	125
contig_10153	2761	21
contig_10154	1995	161
contig_10155	2414	23
contig_10156	1313	16
contig_10157	2970	14
contig_10158	1723	6
contig_10159	2588	19
contig_1016	3891	20
contig_10160	6703	15
contig_10161	2762	11
contig_10162	10882	43
contig_10163	1635	13
contig_10165	3434	54
contig_10166	13884	27
contig_10167	1109	9
contig_10168	4815	11
contig_10169	2460	7
contig_1017	3107	5
contig_10170	3287	13
contig_10171	2126	21
contig_10172	1510	17
contig_10173	3635	13
contig_10174	6155	20
contig_10175	4688	16
contig_10179	475	12
contig_1018	5576	39
contig_10180	895	24
contig_10181	833	12
contig_10182	2610	20
contig_10184	3528	6
contig_10185	3883	12
contig_10186	1984	27
contig_10187	3205	20
contig_10188	905	3
contig_1019	4674	9
contig_10190	2867	14
contig_10191	2656	21
contig_10193	4114	23
contig_10194	1032	7
contig_10195	2338	9
contig_10196	2199	20
contig_10197	1769	17
contig_10198	3528	20
contig_10199	2027	20
contig_102	2345	19
contig_1020	3300	36
contig_10200	2130	100
contig_10201	719	22
contig_10202	386	65
contig_10203	789	176
contig_10205	1779	107
contig_10206	7800	49
contig_10207	4870	122
contig_10209	993	58
contig_1021	2088	12
contig_10211	2271	10
contig_10212	784	37
contig_10213	7702	7
contig_10214	2605	15
contig_10215	7703	15
contig_10216	2543	17
contig_10217	2344	29
contig_10218	4863	24
contig_10219	3093	11
contig_1022	2739	20
contig_10220	2802	31
contig_10221	499	5
contig_10222	2928	62
contig_10223	2873	15
contig_10224	3239	6
contig_10225	2327	18
contig_10226	4382	19
contig_10227	1607	15
contig_10229	1411	8
contig_1023	8860	41
contig_10230	2443	21
contig_10231	7542	18
contig_10232	2359	16
contig_10233	2865	13
contig_10234	1402	35
contig_10235	24278	35
contig_10236	2011	78
contig_10237	822	14
contig_10238	2039	13
contig_10239	2952	17
contig_10240	3536	49
contig_10241	5732	106
contig_10242	1367	18
contig_10243	1197	4
contig_10244	941	42
contig_10245	2066	21
contig_10246	1820	102
contig_10247	760	69
contig_10248	567	172
contig_10249	567	201
contig_1025	3606	18
contig_10250	567	192
