#seq_name	length	coverage
contig_1	2296	5
contig_10	2222	32
contig_11	2188	3
contig_12	2541	7
contig_13	2491	3
contig_15	4957	6
contig_18	3663	4
contig_19	2306	5
contig_2	2618	7
contig_20	2778	6
contig_21	2069	5
contig_22	2585	4
contig_23	2487	4
contig_24	2420	8
contig_25	2301	4
contig_26	2669	6
contig_27	1336	4
contig_28	2889	4
contig_3	2868	8
contig_30	3977	4
contig_31	1127	6
contig_32	2295	7
contig_33	4373	6
contig_34	3095	7
contig_35	3089	20
contig_36	2349	5
contig_37	3222	4
contig_38	5584	9
contig_39	2791	7
contig_4	2944	5
contig_40	1347	5
contig_42	4168	4
contig_43	2741	5
contig_44	2382	3
contig_45	3020	81
contig_46	2573	5
contig_47	4298	8
contig_48	2410	3
contig_49	3472	5
contig_5	2400	7
contig_50	2527	5
contig_51	2346	15
contig_52	3841	5
contig_53	2865	9
contig_54	6563	24
contig_55	2724	13
contig_56	3469	3
contig_57	1817	20
contig_58	2716	7
contig_59	2603	8
contig_6	2655	9
contig_60	2602	3
contig_61	2817	11
contig_62	2171	4
contig_63	2577	6
contig_64	2543	3
contig_65	8167	4
contig_66	3576	7
contig_67	2349	4
contig_68	6476	5
contig_69	3310	9
contig_7	2704	6
contig_70	5499	5
contig_71	5986	4
contig_72	2668	6
contig_73	2363	3
contig_74	3971	4
contig_75	2780	4
contig_76	4104	7
contig_77	2670	6
contig_78	3288	3
contig_8	572	3
contig_80	2077	3
contig_82	3018	11
contig_83	3891	12
contig_84	2890	3
contig_87	6107	5
contig_9	935	27
