#seq_name	length	coverage
contig_6	2491	3
contig_76	2372	4
contig_74	1401	20
contig_123	2944	5
contig_86	2251	4
contig_75	1032	89
contig_124	4107	7
contig_125	3977	4
contig_143	1336	4
contig_105	1654	34
contig_128	8167	4
contig_5	2967	47
contig_145	1127	6
contig_126	2685	20
contig_1	2330	4
contig_144	4298	8
contig_147	3472	5
contig_161	2527	5
contig_151	2982	4
contig_162	4212	3
contig_168	2283	6
contig_170	2585	4
contig_163	2297	4
contig_171	3224	4
contig_175	4373	6
contig_176	2868	9
contig_107	4902	50
contig_82	1724	199
contig_182	3766	10
contig_140	1313	337
contig_189	2301	4
contig_183	4084	12
contig_191	2867	3
contig_192	3663	4
contig_73	1988	325
contig_194	2603	8
contig_193	2346	15
contig_110	4617	48
contig_195	3971	4
contig_206	2349	5
contig_181	1825	161
contig_201	1255	6
contig_207	2713	8
contig_213	2400	7
contig_200	3306	47
contig_212	1800	21
contig_216	2069	5
contig_180	2017	228
contig_215	5986	4
contig_224	2376	6
contig_226	2555	4
contig_234	4172	4
contig_236	2294	8
contig_237	5499	5
contig_238	2778	6
contig_218	2853	62
contig_240	3469	3
contig_81	8485	98
contig_241	6476	5
contig_248	346	16
contig_250	2655	9
contig_242	2295	7
contig_251	2670	6
contig_263	2386	3
contig_264	3289	3
contig_214	2234	3
contig_266	2606	3
contig_268	1495	4
contig_267	2376	5
contig_257	1243	121
contig_269	2646	8
contig_271	2367	3
contig_199	11046	50
contig_274	7877	26
contig_106	6604	93
contig_281	3220	18
contig_276	1166	20
contig_142	2874	166
contig_278	3257	19
contig_277	6092	20
contig_169	2319	205
contig_108	5892	268
contig_282	4637	4
contig_283	2865	10
contig_285	4168	4
contig_196	4234	105
contig_287	2725	7
contig_146	1603	542
contig_290	3863	2
contig_288	3892	9
contig_295	2704	6
contig_275	7542	52
contig_301	3841	5
contig_306	2349	4
contig_286	4934	27
contig_310	2410	3
contig_84	2315	533
contig_284	3258	54
contig_311	2851	3
contig_307	2511	69
contig_314	2573	5
contig_291	4530	45
contig_85	1485	362
contig_313	3310	9
contig_320	2296	6
contig_322	2420	8
contig_323	2397	7
contig_316	2789	7
contig_324	3095	7
contig_326	2487	4
contig_273	10146	72
contig_325	3398	11
contig_329	1115	5
contig_225	3764	4
contig_330	2182	5
contig_336	2741	9
contig_319	5231	16
contig_235	2249	304
contig_328	2201	34
contig_335	8644	19
contig_341	3568	34
contig_293	5423	56
contig_346	2540	3
contig_342	1758	20
contig_332	4058	93
contig_344	1726	19
contig_296	3394	202
contig_363	5773	5
contig_2	506	18
contig_331	4629	79
contig_308	2271	168
contig_343	5105	53
contig_352	2875	42
contig_9	553	20
contig_333	2262	41
contig_13	748	22
contig_12	554	20
contig_10	457	9
contig_4	1817	137
contig_265	2456	29
contig_17	682	20
contig_18	374	4
contig_11	827	4
contig_22	968	44
contig_3	2893	90
contig_339	7421	56
contig_15	622	202
contig_23	486	98
contig_20	1007	36
contig_26	551	65
contig_294	3021	97
contig_340	3877	3
contig_349	2532	30
contig_34	595	22
contig_30	713	55
contig_31	683	20
contig_32	534	1
contig_16	1180	318
contig_38	134	1
contig_37	491	5
contig_35	782	209
contig_42	500	69
contig_39	739	34
contig_41	570	16
contig_25	1247	298
contig_46	519	86
contig_45	652	54
contig_337	2496	401
contig_49	497	173
