#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	27188	12	N	N	1	left	*	-15289,1,2,-4
contig_8	7318	4	N	N	1	both	*	8
contig_9	4875	8	N	N	1	both	*	-15061,9,15061
contig_10	3565	8	N	N	1	both	*	10
contig_11	2025	5	N	N	1	both	*	11
contig_12	1705	10	N	N	1	both	*	12
contig_13	2248	6	N	N	1	both	*	13
contig_14	3309	3	N	N	1	both	*	14
contig_21	4678	19	N	N	2	both	*	21
contig_22	2057	6	N	N	1	both	*	22
contig_24	6507	83	N	N	8	none	*	23,24,25,26,29,-26,-25
contig_30	5846	6	N	N	1	none	*	15063,30,-15063
contig_31	18915	36	N	N	3	none	*	15063,31,-9451,9451,9452
contig_32	1426	7	N	N	1	both	*	32
contig_36	17993	15	N	N	1	none	*	390,-37,33,33,34,-35,36,15064
contig_40	7331	4	N	N	1	none	*	-39,38,40,15064
contig_41	5526	11	N	N	1	both	*	41
contig_43	6485	3	N	N	1	both	*	43
contig_44	3916	9	N	N	1	both	*	44
contig_46	6488	16	N	N	1	both	*	-47,46,47
contig_48	1309	4	N	N	1	both	*	48
contig_49	2032	8	N	N	1	both	*	49
contig_50	2872	3	N	N	1	both	*	50
contig_57	2722	14	N	N	1	both	*	57
contig_58	1315	5	N	N	1	both	*	58
contig_59	1054	36	N	N	3	both	*	59
contig_60	1661	7	N	N	1	both	*	60
contig_61	10951	7	N	N	1	both	*	61
contig_62	1856	23	N	N	2	both	*	-63,62
contig_64	2490	5	N	N	1	both	*	64
contig_65	6706	9	N	N	1	both	*	65
contig_73	16406	30	N	N	3	none	*	71,-68,-67,70,73,79,-80
contig_74	9709	32	N	N	3	none	*	74,6547,6549,6550,-6551
contig_75	1702	11	N	N	1	both	*	75
contig_76	1414	5	N	N	1	both	*	76
contig_77	1075	10	N	N	1	both	*	77
contig_78	2542	7	N	N	1	both	*	78
contig_82	3170	3	N	N	1	none	*	81,82,-81
contig_83	6540	8	N	N	1	none	*	-81,83,7218,-7220,-7219
contig_84	9210	9	N	N	1	both	*	84
contig_88	2463	13	N	N	1	both	*	88
contig_89	6244	16	N	N	1	both	*	89
contig_97	3406	12	N	N	1	both	*	97
contig_99	1039	36	N	N	3	both	*	99
contig_101	7613	26	N	N	2	none	*	101,-98,98,-100
contig_102	2511	14	N	N	1	both	*	102
contig_103	2306	23	N	N	2	both	*	103
contig_104	4748	10	N	N	1	both	*	104
contig_106	16539	33	N	N	3	none	*	5016,-5016,5016,-5016,106,-5015,-5012,-5013
contig_108	10715	9	N	N	1	none	*	107,108,-109
contig_110	1638	5	N	N	1	both	*	110
contig_111	8784	11	N	N	1	both	*	111
contig_112	1665	3	N	N	1	both	*	112
contig_113	3027	12	N	N	1	both	*	113
contig_114	4640	13	N	N	1	right	*	-115,114
contig_116	3685	3	N	N	1	both	*	116
contig_117	3176	5	N	N	1	both	*	117
contig_119	3696	5	N	N	1	both	*	119
contig_120	3209	4	N	N	1	both	*	120
contig_121	1880	21	N	N	2	both	*	121
contig_123	2225	27	N	N	2	both	*	122,123,-122
contig_124	1037	10	N	N	1	both	*	124
