#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_6557	23052	79	N	Y	79	*	*,6557
contig_21	20843	99	N	N	9	*	-36,36,-41,-37,35,35,21,22,23,-22,22,-22
contig_560	15991	88	N	N	11	*	*,560,*
contig_5056	15607	19	N	N	2	*	*,5056,*
contig_3450	15567	66	N	N	11	*	*,3450,*
contig_6050	15491	32	N	N	3	*	*,6050,*
contig_1113	15363	30	N	N	2	*	*,1113,*
contig_840	14427	32	N	N	4	*	*,840,*
contig_3556	14379	5	Y	Y	1	*	3556
contig_2289	13554	38	N	N	4	*	2724,2289,-6005
contig_3612	13509	22	N	N	3	*	*,3612,*
contig_6946	13475	23	N	N	3	*	-3443,-3442,6946,-3443,-3442,3442,-3440,3440,-3442,3442,3443
contig_4835	13361	19	N	N	4	*	*,4835,*
contig_3610	13258	23	N	N	3	*	*,3610,*
contig_539	12949	32	N	Y	3	*	539
contig_4696	12414	21	N	N	3	*	*,4696,*
contig_3519	12386	10	N	N	2	*	*,3519,*
contig_5596	12171	21	N	N	3	*	*,5596,*
contig_211	12095	55	N	N	5	*	1850,1851,-1853,-1851,-1850,-1849,1849,-1850,-1849,1849,1850,1851,1853,1855,211,-209,-209,-209,*
contig_4453	12024	20	N	N	3	*	*,4453,*
contig_6793	11964	37	N	N	4	*	*,6793,*
contig_2831	11778	8	N	N	1	*	*,2831,*
contig_1020	11635	50	N	N	5	*	*,1020,*
contig_5194	11537	20	N	N	4	*	*,5194,*
contig_2465	11535	17	N	N	2	*	*,2465,*
contig_5066	11359	54	N	N	7	*	*,5066,*
contig_5861	11353	21	N	N	3	*	*,5861,*
contig_1446	11314	9	N	N	2	*	*,1446,*
contig_5517	11311	14	N	N	2	*	*,5517,*
contig_1356	11200	26	N	N	2	*	*,3899,3901,1356,-3901,*
contig_4180	11024	31	N	N	3	*	-4177,4180,5964,-5963,-5961,5959,-5960
contig_6333	10901	8	N	N	2	*	*,6333,*
contig_5040	10820	19	N	N	2	*	*,5040,-4977
contig_3476	10813	5	N	Y	1	*	*,3476
contig_7183	10809	9	N	Y	4	*	*,7183
contig_1175	10760	20	N	N	5	*	-1171,1171,1172,1175,6689,*
contig_6759	10612	20	N	N	4	*	*,6759,*
contig_166	10587	27	N	N	3	*	*,166,*
contig_602	10521	36	N	N	3	*	*,602,*
contig_1021	10519	23	N	N	3	*	*,1021,*
contig_5691	10458	22	N	N	3	*	*,5691,*
contig_2369	10390	20	N	N	5	*	2368,2369,-2368
contig_4250	10377	18	N	N	2	*	*,7072,4250,-7072,*
contig_7295	10371	26	Y	N	2	*	7295
contig_792	10334	14	N	N	2	*	*,792,*
contig_2304	10309	16	N	N	2	*	*,2304,*
contig_1238	10295	29	N	N	7	*	*,1238,*
contig_6915	10273	12	N	N	3	*	*,6915,*
contig_4607	10209	10	N	Y	3	*	*,4607
