#seq_name	length	coverage
contig_1	25158	42
contig_10	2960	20
contig_1000	4168	20
contig_10000	1280	34
contig_10001	571	29
contig_10002	484	6
contig_10003	9420	29
contig_10004	2845	20
contig_10005	1110	12
contig_10006	2790	20
contig_10007	1964	26
contig_10008	1130	19
contig_10009	3054	28
contig_1001	1987	14
contig_10010	2022	18
contig_10011	817	21
contig_10013	1058	16
contig_10014	4288	42
contig_10015	3266	78
contig_10016	2499	41
contig_10017	8077	22
contig_10018	2251	6
contig_1002	4411	18
contig_10020	3921	21
contig_10021	2667	17
contig_10022	3960	26
contig_10023	2242	14
contig_10024	5418	52
contig_10025	671	11
contig_10026	9534	15
contig_10027	2326	13
contig_10028	2372	16
contig_1003	2957	10
contig_10030	538	22
contig_10031	520	13
contig_10033	3003	22
contig_10034	2148	20
contig_10035	5451	38
contig_10036	3026	28
contig_10037	4276	11
contig_10038	3476	36
contig_10039	2210	16
contig_10040	4150	17
contig_10041	4114	16
contig_10042	2422	20
contig_10043	2879	9
contig_10044	2263	16
contig_10045	1133	20
contig_10046	2641	19
contig_10047	2325	21
contig_10048	2009	18
contig_10049	1119	149
contig_10050	390	135
contig_10051	563	11
contig_10052	923	19
contig_10053	1377	33
contig_10054	3492	12
contig_10055	2856	19
contig_10056	7810	17
contig_10057	2207	29
contig_10059	4919	22
contig_1006	2059	21
contig_10060	1659	10
contig_10061	1105	9
contig_10062	2383	50
contig_10064	3393	15
contig_10065	2540	5
contig_10066	2947	25
contig_10067	8104	33
contig_10068	2060	18
contig_10069	1851	19
contig_1007	11783	81
contig_10070	2469	55
contig_10071	7584	83
contig_10072	539	16
contig_10073	495	12
contig_10074	2624	14
contig_10077	4516	24
contig_10078	3366	10
contig_10079	1673	15
contig_1008	3464	18
contig_10081	7859	11
contig_10083	2003	15
contig_10084	3081	5
contig_10085	5364	20
contig_10086	2166	21
contig_10087	1103	14
contig_10088	2259	33
contig_10089	2570	15
contig_10090	1676	11
contig_10091	3147	19
contig_10092	4172	28
contig_10093	4856	15
contig_10094	2809	10
contig_10095	2473	8
contig_10096	2596	19
contig_10097	934	9
contig_10098	5508	17
contig_10099	2545	18
contig_101	7288	58
contig_10100	2815	11
contig_10101	3444	25
contig_10102	3730	92
contig_10103	1362	13
contig_10106	5993	10
contig_10107	5750	12
contig_10108	4686	33
contig_10109	2809	18
contig_1011	418	5
contig_10110	1238	9
contig_10111	4818	42
contig_10112	2158	13
contig_10113	2465	29
contig_10114	5984	35
contig_10115	4419	9
contig_10116	3080	7
contig_10117	2008	15
contig_10118	4744	41
contig_10119	1163	18
contig_10120	2207	14
contig_10121	3145	20
contig_10122	1548	29
contig_10123	2567	18
contig_10124	3909	12
contig_10125	4123	40
contig_10126	4070	30
contig_10128	2160	12
contig_10129	2437	12
contig_10130	2513	19
contig_10131	2294	17
contig_10132	2291	11
contig_10133	2534	27
contig_10134	5040	13
contig_10135	3370	19
contig_10136	2382	9
contig_10137	1080	15
contig_10138	5307	25
contig_10139	2542	21
contig_1014	4402	26
contig_10140	830	48
contig_10141	597	49
contig_10142	580	20
contig_10143	10136	44
contig_10144	3100	16
contig_10145	3154	11
contig_10146	2011	21
contig_10147	2999	82
contig_10148	2301	17
contig_10149	4332	16
contig_1015	17783	72
contig_10150	2436	22
contig_10151	2664	19
contig_10152	1166	34
contig_10153	2245	33
contig_10154	1879	20
contig_10155	2622	20
contig_10156	2666	19
contig_10159	8838	10
contig_1016	2994	42
contig_10160	4763	23
contig_10161	2029	21
contig_10162	5237	20
contig_10163	1101	94
contig_10164	3109	31
contig_10165	2168	13
contig_10166	8592	11
contig_10167	7115	17
contig_10168	2648	18
contig_10169	3260	20
contig_1017	1083	14
contig_10170	847	3
contig_10171	5249	55
contig_10172	5628	55
contig_10173	1367	16
contig_10174	1028	28
contig_10175	1225	21
contig_10176	2223	24
contig_10177	3250	25
contig_10178	5492	15
contig_1018	1056	17
contig_10180	5274	18
contig_10181	2133	29
contig_10182	3295	6
contig_10183	2427	5
contig_10184	2334	15
contig_10185	3779	10
contig_10186	5098	20
contig_10187	2809	16
contig_10188	2466	17
contig_10189	1335	41
contig_1019	828	20
contig_10190	2217	23
contig_10191	7791	37
contig_10192	2954	20
contig_10194	2662	43
contig_10195	2983	14
contig_10196	1728	9
contig_10197	2505	14
contig_10198	1472	13
contig_10199	1053	12
contig_102	1925	33
contig_1020	1811	26
contig_10200	2335	8
contig_10201	1372	25
contig_10202	3643	5
contig_10203	1010	93
contig_10205	614	13
contig_10206	5614	83
contig_10207	427	11
contig_10208	2479	9
contig_10209	1893	15
contig_1021	2037	13
contig_10210	2012	36
contig_10211	5961	65
contig_10214	7533	91
contig_10216	3488	7
contig_10217	2222	22
contig_10218	1986	33
contig_10219	2363	15
contig_1022	7062	13
contig_10220	1928	64
contig_10221	2116	18
contig_10222	2098	20
contig_10223	2171	6
contig_10224	4099	22
contig_10225	783	25
contig_10226	5089	36
contig_10227	732	50
contig_10228	647	57
contig_1023	981	15
contig_10230	1262	43
contig_10231	1789	7
contig_10232	2718	16
contig_10233	3071	26
contig_10234	2586	18
contig_10235	1615	28
contig_10236	1486	18
contig_10237	2527	5
contig_10238	6973	11
contig_10239	6722	12
contig_1024	4807	46
contig_10242	459	20
contig_10243	1257	93
contig_10244	7471	38
contig_10245	3721	18
contig_10246	540	16
contig_10247	5030	12
contig_10249	3257	32
contig_10250	4268	19
contig_10251	4986	30
contig_10252	1049	8
contig_10253	2953	17
contig_10254	2685	21
contig_10255	2358	15
contig_10256	1020	16
contig_10257	2306	18
contig_10258	2644	20
contig_10259	2426	15
contig_1026	652	158
contig_10260	2493	19
contig_10261	516	17
contig_10262	578	61
contig_10263	1827	80
contig_10264	612	158
contig_10265	778	111
contig_10266	812	142
contig_10267	441	10
contig_10268	597	12
contig_10269	3983	20
contig_1027	658	62
contig_10270	2252	7
contig_10271	2324	5
contig_10272	7559	68
contig_10273	2215	6
contig_10274	2929	10
contig_10275	2275	15
contig_10276	3798	41
contig_10277	3934	20
contig_10278	1929	6
contig_10279	11763	21
contig_1028	676	23
contig_10280	1148	16
contig_10281	6821	21
contig_10282	1286	9
contig_10283	2258	38
contig_10285	1348	40
contig_10286	4372	9
contig_10287	4338	25
contig_10288	1262	19
contig_1029	2426	39
contig_10290	4749	15
contig_10291	2960	31
contig_10292	3726	28
contig_10293	12617	37
contig_10297	1821	20
contig_10298	3176	19
contig_103	2062	69
contig_10300	857	61
contig_10301	1219	93
contig_10302	987	12
contig_10303	6323	19
contig_10305	3618	12
contig_10309	3973	31
contig_10311	2685	29
contig_10312	98	4
contig_10313	3649	16
contig_10314	2434	15
contig_10315	5417	14
contig_10316	5263	27
contig_10317	4972	20
contig_10318	7848	13
contig_10319	1100	3
contig_1032	552	18
contig_10320	5561	46
contig_10321	5015	11
contig_10322	3047	22
contig_10323	2768	37
contig_10324	4341	8
contig_10325	1508	20
contig_10326	2254	22
contig_10327	4239	25
contig_10328	3123	10
contig_10329	3233	17
contig_1033	489	95
contig_10330	3286	11
contig_10331	2595	26
contig_10332	2651	22
contig_10333	1966	43
contig_10334	682	24
contig_10335	1401	31
contig_10337	3294	36
contig_10338	2299	20
contig_10339	1114	10
contig_1034	5729	26
contig_10340	1526	19
contig_10341	628	30
contig_10342	2420	20
contig_10343	1581	11
contig_10344	725	19
contig_10345	447	4
contig_10346	7447	35
contig_1035	1910	22
contig_10350	300	5
contig_10351	3530	59
contig_10352	6165	18
contig_10354	3155	19
contig_10355	581	4
contig_10356	2421	15
contig_10357	1897	20
contig_10358	2438	11
contig_10359	2323	35
contig_1036	1076	19
contig_10360	2909	19
contig_10361	3158	35
contig_10362	1926	20
contig_10363	4984	20
contig_10364	5673	17
contig_10365	7265	18
contig_10366	1766	14
contig_10367	2234	9
contig_10368	2234	15
contig_10369	3877	7
contig_1037	1217	5
contig_10370	969	6
contig_10372	2742	20
contig_10373	6968	66
contig_10376	1633	20
contig_10378	3709	85
contig_10379	2509	27
contig_1038	2378	13
contig_10380	4173	50
contig_10381	867	13
contig_10382	5589	20
contig_10383	4818	23
contig_10384	2568	16
contig_10385	3220	30
contig_10386	1274	12
contig_10387	4320	27
contig_10388	1645	19
contig_10389	2387	5
contig_1039	610	53
contig_10390	4478	20
