#seq_name	length	coverage
contig_1	4147	10
contig_10	4516	25
contig_1000	1757	18
contig_1002	4722	18
contig_1003	5717	17
contig_1004	2482	32
contig_1005	1469	14
contig_1006	1850	27
contig_1007	2717	17
contig_1008	2419	20
contig_1009	2524	47
contig_1010	2873	13
contig_1011	2425	19
contig_1012	3291	16
contig_1013	4668	22
contig_1014	1159	44
contig_1016	770	5
contig_1019	6543	32
contig_102	2527	21
contig_1020	3358	33
contig_1021	1256	88
contig_1022	2395	21
contig_1023	2397	7
contig_1024	4725	27
contig_1025	6698	23
contig_1026	2774	15
contig_1027	2212	11
contig_1028	957	17
contig_103	5053	27
contig_1031	2426	32
contig_1032	4537	20
contig_1033	960	40
contig_1034	3780	64
contig_1036	3497	34
contig_1037	6533	76
contig_1038	6169	8
contig_1039	5297	15
contig_104	5426	20
contig_1040	1100	78
contig_1041	538	14
contig_1042	893	108
contig_1043	518	178
contig_1044	526	147
contig_1045	993	10
contig_1046	1123	4
contig_1047	1350	28
contig_1048	2571	50
contig_1049	1470	26
contig_105	2828	13
contig_1050	802	3
contig_1055	5549	20
contig_1056	2300	31
contig_1057	3945	18
contig_1058	1837	13
contig_1059	7769	5
contig_106	4025	20
contig_1060	1251	18
contig_1061	3168	20
contig_1062	3083	10
contig_1063	1432	18
contig_1064	4362	20
contig_1065	7913	9
contig_1066	2024	34
contig_1067	1087	16
contig_1068	2750	14
contig_1069	2329	73
contig_1070	2688	37
contig_1071	2885	17
contig_1072	3897	40
contig_1073	1761	3
contig_1074	2677	60
contig_1075	2607	58
contig_1076	1895	58
contig_1077	10661	14
contig_1078	1595	19
contig_1079	3375	11
contig_1080	2330	14
contig_1081	2589	27
contig_1082	2433	16
contig_1083	1243	5
contig_1084	1890	26
contig_1085	3949	24
contig_1086	2149	17
contig_1087	2071	47
contig_1088	1768	7
contig_1089	2988	18
contig_109	4561	70
contig_1090	2545	8
contig_1091	2557	26
contig_1092	2529	49
contig_1095	590	58
contig_1096	1019	22
contig_1097	5718	36
contig_1098	1033	59
contig_1099	4357	27
contig_11	2219	19
contig_1100	2531	17
contig_1101	3642	21
contig_1102	1270	64
contig_1103	1061	82
contig_1104	737	20
contig_1105	555	177
contig_1106	1263	89
contig_1107	910	184
contig_1108	5024	16
contig_1109	6028	15
contig_111	924	86
contig_1110	3720	17
contig_1111	6084	29
contig_1113	2331	7
contig_1114	2702	27
contig_1115	3074	34
contig_1116	1471	39
contig_1117	1642	21
contig_1118	2293	17
contig_1119	1440	9
contig_112	977	33
contig_1120	1262	37
contig_1121	5576	36
contig_1124	3623	82
contig_1125	8812	25
contig_1126	1077	9
contig_1127	3658	20
contig_1128	533	21
contig_1129	2066	24
contig_113	2261	14
contig_1130	4115	14
contig_1131	1764	20
contig_1132	4087	10
contig_1133	1128	46
contig_1134	2267	27
contig_1135	700	3
contig_1136	1658	44
contig_1137	1158	18
contig_1138	1197	68
contig_1139	7428	32
contig_114	2185	37
contig_1140	2885	13
contig_1141	2681	25
contig_1142	4160	39
contig_1143	1198	100
contig_1144	1029	83
contig_1145	551	20
contig_1146	1256	48
contig_1147	1010	164
contig_1148	2512	32
contig_1149	1249	10
contig_115	832	39
contig_1150	5705	21
contig_1151	1157	78
contig_1152	1734	9
contig_1154	3802	19
contig_1155	2831	21
contig_1156	1012	18
contig_1157	5727	18
contig_1158	1821	20
contig_1159	3427	13
contig_116	684	7
contig_1160	6087	13
contig_1161	1605	10
contig_1162	2257	26
contig_1163	2701	16
contig_1164	3696	20
contig_1165	1481	18
contig_1167	3490	97
contig_1169	2306	10
contig_117	972	27
contig_1170	1937	15
contig_1171	4430	27
contig_1172	2990	28
contig_1173	1131	10
contig_1174	3869	23
contig_1175	2342	18
contig_1177	9105	102
contig_1178	3635	22
contig_1179	1070	8
contig_118	707	83
contig_1180	1052	20
contig_1181	3732	21
contig_1182	4500	18
contig_1183	2657	17
contig_1184	6949	15
contig_1185	3365	21
contig_1186	2664	20
contig_1187	2422	29
contig_1188	1363	9
contig_1189	4162	18
contig_119	687	12
contig_1190	12286	21
contig_1191	1484	22
contig_1192	2266	27
contig_1193	2262	18
contig_1194	4334	20
contig_1195	6559	309
contig_1196	2509	38
contig_1197	3331	10
contig_1198	3044	11
contig_1199	1961	12
contig_12	2408	60
contig_120	6072	15
contig_1200	5537	11
contig_1201	2714	20
contig_1203	3962	11
contig_1204	9780	21
contig_1205	3690	17
contig_1206	2361	25
contig_1207	3026	20
contig_1208	1174	19
contig_1209	2190	11
contig_121	1242	13
contig_1210	613	7
contig_1211	9937	36
contig_1212	1357	20
contig_1213	2443	39
contig_1214	2349	56
contig_1215	5406	8
contig_1216	1077	16
contig_1217	1709	7
contig_1218	4917	16
contig_1219	2752	20
contig_122	1152	29
contig_1220	5970	24
contig_1221	5416	9
contig_1224	1418	5
contig_1225	2337	11
contig_1226	2378	13
contig_1227	1180	50
contig_123	4244	24
contig_1230	2977	47
contig_1231	2428	46
contig_1232	2281	20
contig_1233	1167	37
contig_1234	3126	45
contig_1235	2259	20
contig_1236	3528	20
contig_1237	2313	19
contig_1238	5993	16
contig_1239	2449	18
contig_1240	1045	12
contig_1241	2250	63
contig_1242	1521	16
contig_1243	3355	20
contig_1244	3702	19
contig_1245	952	4
contig_1246	2221	17
contig_1247	7227	27
contig_1248	1179	29
contig_1249	2458	14
contig_1250	3231	9
contig_1251	2097	20
contig_1252	2911	54
contig_1253	1867	75
contig_1254	613	80
contig_1255	898	65
contig_1256	4434	25
contig_1257	1890	33
contig_1259	1589	4
contig_1260	4967	16
contig_1261	5830	19
contig_1262	3321	20
contig_1263	1505	4
contig_1264	2417	3
contig_1265	3072	3
contig_1266	1091	46
contig_1267	2015	46
contig_1268	2344	47
contig_1272	3050	10
contig_1273	2354	24
contig_1275	4596	21
contig_1276	406	43
contig_1277	5270	44
contig_1278	2505	31
contig_128	4866	20
contig_1280	2914	20
contig_1281	7806	23
contig_1282	5467	18
contig_1283	2232	21
contig_1284	5300	13
contig_1285	1508	16
contig_1286	6190	14
contig_1287	2603	19
contig_1288	3668	46
contig_1289	4092	123
contig_129	1002	7
contig_1290	2343	6
contig_1291	2840	16
contig_1292	8186	39
contig_1294	5711	17
contig_1295	1976	31
contig_1297	2351	17
contig_1298	6388	10
contig_13	676	18
contig_130	1294	9
contig_1301	2998	38
contig_1302	9002	57
contig_1303	1886	11
contig_1304	72	4
contig_1305	2991	42
contig_1306	573	97
contig_1307	5295	30
contig_1308	1100	90
contig_1309	3225	12
contig_131	6449	62
contig_1310	2088	13
contig_1311	1032	27
contig_1312	4348	20
contig_1313	1720	63
contig_1314	1024	5
contig_1315	2823	7
contig_1316	2016	30
contig_1317	1048	42
contig_1318	1877	20
contig_1319	2761	11
contig_132	10271	129
contig_1320	1595	34
contig_1321	3496	33
contig_1322	1030	139
contig_1323	407	7
contig_1324	500	19
contig_1326	4543	20
contig_1327	546	4
contig_1328	1086	17
contig_1329	5106	18
contig_133	3861	19
contig_1330	2617	11
contig_1331	6921	17
contig_1332	1420	20
contig_1334	5139	59
contig_1337	5880	34
contig_1338	4021	26
contig_1339	2471	9
contig_134	2553	13
contig_1340	1430	26
contig_1341	2145	14
contig_1342	2934	19
contig_1343	5351	14
contig_1344	6823	18
contig_1345	2227	18
contig_1346	990	5
contig_1347	2524	14
contig_1348	2585	26
contig_1349	2340	23
contig_135	2991	10
contig_1350	4759	10
contig_1351	3874	15
contig_1352	3649	21
contig_1353	1576	14
contig_1354	1716	27
contig_1355	2361	16
contig_1356	1887	20
contig_1357	2398	11
contig_1358	3237	13
contig_1359	3107	41
contig_1360	4460	20
contig_1361	3001	20
contig_1362	3045	12
contig_1363	3437	26
contig_1364	3014	20
contig_1365	1475	6
contig_1366	3762	20
contig_1367	1094	4
contig_1368	2598	14
contig_1369	1856	32
contig_137	2612	50
contig_1370	1381	88
contig_1371	2172	31
contig_1372	3843	20
contig_1373	2612	18
contig_1374	2428	19
contig_1375	1633	22
contig_1376	2455	18
contig_1377	1260	15
contig_1378	2506	18
contig_1379	1894	19
contig_138	3926	30
contig_1380	2049	84
contig_1381	6665	13
contig_1382	4229	97
contig_1383	2302	22
contig_1384	1561	20
contig_1385	2624	19
contig_1386	1070	76
contig_1387	580	30
contig_1388	596	20
contig_1389	632	50
contig_139	2139	9
contig_1390	4800	12
contig_1391	1176	12
contig_1392	4899	18
contig_1393	1320	19
contig_1394	3820	6
contig_1395	2507	8
contig_1396	3783	20
contig_1397	1682	16
contig_14	664	69
contig_140	1748	5
contig_1400	511	32
contig_1401	4883	58
contig_1402	4500	20
contig_1403	1425	20
contig_1404	1701	17
contig_1405	6349	22
contig_1406	2467	18
