#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	4201	10	N	N	1	both	*	6180,1,-6180
contig_2	1076	9	N	N	1	both	*	2
contig_3	2416	3	N	N	1	both	*	3
contig_4	2927	5	N	N	1	both	*	4
contig_5	4716	3	N	N	1	both	*	5
contig_6	2952	3	N	N	1	both	*	6
contig_7	1794	3	N	N	1	both	*	7
contig_8	2564	7	N	N	1	both	*	8
contig_10	4710	11	N	N	1	both	*	10
contig_11	2196	3	N	N	1	both	*	11
contig_12	2385	20	N	N	3	both	*	12
contig_13	726	6	N	N	1	both	*	13
contig_15	3321	4	N	N	1	both	*	15
contig_16	1035	15	N	N	2	both	*	16
contig_17	4138	9	N	N	1	both	*	17
contig_18	1790	25	N	N	3	both	*	18
contig_22	3275	3	N	N	1	none	*	21,22,-21
contig_23	3224	4	N	N	1	both	*	23
contig_24	7723	5	N	N	1	both	*	24
contig_27	3417	14	N	N	2	both	*	26,27,-26
contig_29	3513	4	N	N	1	none	*	28,29,-28
contig_30	1040	3	N	N	1	none	*	30
contig_31	1288	3	N	N	1	both	*	31
contig_33	2902	25	N	N	3	left	*	32,33,-35
contig_34	2419	3	N	N	1	both	*	34
contig_36	2220	24	N	N	3	both	*	36
contig_37	1731	28	N	N	4	both	*	37
contig_38	6313	3	N	N	1	both	*	38
contig_46	6008	30	N	N	4	none	*	-43,-42,-41,41,42,43,44,46,-44
contig_47	2223	3	N	N	1	both	*	47
contig_53	3340	4	N	N	1	right	*	54,53
contig_55	2987	8	N	N	1	both	*	55
contig_56	1865	7	N	N	1	both	*	56
contig_57	2597	3	N	N	1	both	*	57
contig_58	3265	5	N	N	1	both	*	58
contig_59	2414	3	N	N	1	both	*	59
contig_60	2722	3	N	N	1	both	*	60
contig_61	2343	8	N	N	1	both	*	61
contig_62	5453	3	N	N	1	both	*	62
contig_63	2929	3	N	N	1	both	*	63
contig_64	2534	4	N	N	1	both	*	64
contig_65	2554	3	N	N	1	both	*	65
contig_66	2588	4	N	N	1	both	*	66
contig_68	5175	67	N	N	8	none	*	-70,-67,68,-71,71
contig_69	2518	5	N	N	1	both	*	69
contig_72	3153	10	N	N	1	both	*	72
contig_73	8837	15	N	N	2	none	*	-3268,73,74
contig_76	1834	3	N	N	1	both	*	76
contig_77	1502	5	N	N	1	both	*	77
contig_78	1154	3	N	N	1	both	*	78
contig_79	2649	6	N	N	1	both	*	79
contig_80	2202	3	N	N	1	both	*	80
contig_81	8161	8	N	N	1	right	*	-5987,81
contig_83	6274	3	N	N	1	both	*	83
contig_84	2788	3	N	N	1	both	*	84
contig_87	3885	3	N	N	1	both	*	87
contig_88	8462	4	N	N	1	both	*	88
contig_89	2422	4	N	N	1	both	*	89
contig_90	7073	10	N	N	1	both	*	90
contig_91	7429	22	N	N	3	both	*	91
contig_92	888	8	N	N	1	both	*	92
contig_93	2069	4	N	N	1	both	*	93
contig_94	2605	3	N	N	1	both	*	94
contig_95	1469	5	N	N	1	both	*	95
contig_96	2226	5	N	N	1	both	*	96
contig_97	1084	7	N	N	1	both	*	97
contig_98	2380	10	N	N	1	both	*	98
contig_99	2580	16	N	N	2	left	*	99,-101
contig_102	2527	6	N	N	1	both	*	102
contig_103	5771	8	N	N	1	both	*	103
contig_104	4553	3	N	N	1	none	*	-6194,104,6194
contig_105	2820	4	N	N	1	none	*	105
contig_106	4094	5	N	N	1	both	*	106
contig_109	4520	29	N	N	4	none	*	110,-110,-108,109,-108,-107,107,108
contig_112	1133	4	N	N	1	both	*	112
contig_113	2240	3	N	N	1	both	*	113
contig_114	2111	12	N	N	2	both	*	114
contig_120	5864	16	N	N	2	both	*	6196,120,-6196,-6196
contig_121	1231	3	N	N	1	both	*	121
contig_122	1153	3	N	N	1	both	*	122
contig_123	3682	3	N	N	1	both	*	123
contig_128	5765	34	N	N	4	none	*	-127,127,128,124,125,-126,126,-125,-124
contig_131	6588	10	N	N	1	right	*	-127,131
contig_132	10810	15	N	N	2	both	*	132
contig_133	3720	9	N	N	1	both	*	133
contig_137	2602	3	N	N	1	both	*	137
contig_138	4132	3	N	N	1	both	*	138
contig_139	2188	3	N	N	1	both	*	139
contig_140	1754	3	N	N	1	both	*	140
contig_141	1714	3	N	N	1	both	*	141
contig_142	3012	19	N	N	2	none	*	-143,142,143
contig_144	2166	5	N	N	1	both	*	144
contig_146	4729	4	N	N	1	none	*	143,146,-143
contig_147	2162	4	N	N	1	both	*	147
contig_148	1480	3	N	N	1	both	*	148
contig_149	5173	5	N	N	1	both	*	149
contig_151	3363	6	N	N	1	both	*	150,151,-150
contig_153	2521	9	N	N	1	both	*	153
contig_154	5142	3	N	N	1	both	*	154
contig_155	2340	3	N	N	1	both	*	155
contig_156	1922	4	N	N	1	both	*	156
contig_157	3351	4	N	N	1	both	*	6199,157,-6199
contig_158	2531	4	N	N	1	both	*	158
contig_161	2293	7	N	N	1	both	*	161
contig_162	682	22	N	N	3	both	*	162
contig_163	2501	10	N	N	1	both	*	163
contig_164	2670	6	N	N	1	both	*	164
contig_165	2789	3	N	N	1	both	*	165
contig_166	4356	3	N	N	1	both	*	166
contig_167	3811	4	N	N	1	both	*	167
contig_168	3866	8	N	N	1	left	*	168,169
contig_170	2375	5	N	N	1	both	*	170
contig_171	1737	8	N	N	1	both	*	171
contig_172	2716	10	N	N	1	both	*	172
contig_173	9885	8	N	N	1	both	*	-174,173,174
contig_175	5045	4	N	N	1	both	*	175
contig_177	3114	5	N	N	1	both	*	177
contig_178	2099	4	N	N	1	both	*	178
contig_179	4174	3	N	N	1	both	*	179
contig_185	1999	5	N	N	1	none	*	-184,185,-184,184
contig_186	3819	3	N	N	1	both	*	186
contig_189	3173	5	N	N	1	both	*	189
contig_190	3995	4	N	N	1	both	*	190
contig_191	6436	5	N	N	1	both	*	6204,191,-6204
contig_192	2975	10	N	N	1	both	*	192
contig_193	1063	3	N	N	1	both	*	193
contig_194	2731	4	N	N	1	both	*	194
contig_195	5808	11	N	N	1	both	*	195
contig_197	3718	3	N	N	1	both	*	197
contig_198	2403	3	N	N	1	both	*	198
contig_199	2615	3	N	N	1	both	*	199
contig_200	5339	11	N	N	1	both	*	200
contig_201	3453	4	N	N	1	both	*	201
contig_202	3126	3	N	N	1	both	*	202
contig_203	5744	9	N	N	1	both	*	203
contig_204	2464	4	N	N	1	both	*	204
contig_206	5686	8	N	N	1	both	*	206
contig_207	3651	7	N	N	1	both	*	207
contig_210	5279	7	N	N	1	left	*	210
contig_211	2014	6	N	N	1	none	*	211
contig_214	4372	8	N	N	1	both	*	212,214,-213,-212
contig_215	1099	4	N	N	1	both	*	215
contig_216	4866	3	N	N	1	left	*	212,213,216,-213
contig_217	3557	4	N	N	1	both	*	217
contig_219	3117	5	N	N	1	both	*	219
contig_220	2631	3	N	N	1	both	*	220
contig_221	4584	5	N	N	1	both	*	221
contig_222	2400	4	N	N	1	both	*	222
contig_223	1735	7	N	N	1	both	*	223
contig_225	5534	5	N	N	1	both	*	225
contig_226	1038	3	N	N	1	both	*	226
contig_227	2358	5	N	N	1	both	*	227
contig_228	2233	4	N	N	1	both	*	228
contig_232	924	4	N	N	1	both	*	232
contig_234	1405	10	N	N	1	both	*	234
contig_236	5211	20	N	N	3	none	*	-230,230,-229,233,236,-235,-233,229
contig_237	4370	4	N	N	1	both	*	237
contig_238	1057	6	N	N	1	both	*	238
contig_239	1758	13	N	N	2	both	*	239
contig_243	3138	26	N	N	3	both	*	243
contig_244	1398	27	N	N	3	both	*	244
contig_245	549	3	N	N	1	both	*	245
contig_246	554	14	N	N	2	both	*	246
contig_247	4008	4	N	N	1	both	*	247
contig_248	1335	3	N	N	1	both	*	248
contig_249	1185	4	N	N	1	both	*	249
contig_250	1567	5	N	N	1	both	*	250
contig_251	2481	3	N	N	1	both	*	251
contig_252	1853	3	N	N	1	both	*	252
contig_253	2610	4	N	N	1	both	*	253
contig_254	2423	3	N	N	1	both	*	254
contig_255	2596	9	N	N	1	both	*	255
contig_256	4229	7	N	N	1	both	*	256
contig_257	1702	29	N	N	4	both	*	257
contig_258	2026	8	N	N	1	both	*	258
contig_264	3782	11	N	N	1	none	*	-260,264,-263,259,260
contig_265	4485	28	N	N	4	both	*	265
contig_266	7402	7	N	N	1	none	*	263,266,-263,259
contig_267	1707	4	N	N	1	both	*	267
contig_268	2391	3	N	N	1	both	*	268
contig_269	1380	3	N	N	1	both	*	269
contig_270	2597	7	N	N	1	both	*	270
contig_271	2096	7	N	N	1	both	*	271
contig_272	2780	3	N	N	1	both	*	272
contig_273	2328	6	N	N	1	both	*	273
contig_274	3259	4	N	N	1	both	*	274
contig_275	2129	3	N	N	1	both	*	275
contig_281	4447	24	N	N	3	both	*	281
contig_282	2535	5	N	N	1	both	*	282
contig_283	2352	11	N	N	1	both	*	283
contig_284	2563	4	N	N	1	both	*	284
contig_285	1546	14	N	N	2	both	*	285
contig_286	2184	6	N	N	1	both	*	286
contig_287	1578	11	N	N	1	both	*	287
contig_288	2588	3	N	N	1	both	*	288
contig_289	2409	4	N	N	1	both	*	289
contig_290	2723	5	N	N	1	both	*	290
contig_291	5333	3	N	N	1	both	*	291
contig_292	2235	3	N	N	1	both	*	292
contig_293	4273	4	N	N	1	both	*	6218,293,-6218
contig_296	4068	5	N	N	1	none	*	295,296,294,-295
contig_297	5010	5	N	N	1	none	*	295,-294,297,294
contig_298	2701	29	N	N	4	both	*	298
contig_299	3817	6	N	N	1	both	*	299
contig_300	5493	5	N	N	1	both	*	300
contig_301	6568	5	N	N	1	both	*	-6220,301,6220,6220
contig_302	1701	6	N	N	1	both	*	302
contig_303	1419	8	N	N	1	both	*	303
contig_304	15338	7	N	N	1	both	*	304
contig_305	2022	6	N	N	1	both	*	305
contig_308	1860	4	N	N	1	both	*	308
contig_309	6574	3	N	N	1	none	*	-306,309,306,307,310,-310,-307
contig_312	1714	4	N	N	1	both	*	312
contig_313	8379	10	N	N	1	both	*	313
contig_314	2428	4	N	N	1	both	*	314
contig_315	9239	7	N	N	1	left	*	315,387,388,390,-393,393,-390
contig_317	2441	3	N	N	1	both	*	317
contig_318	2094	4	N	N	1	both	*	318
contig_319	4889	13	Y	N	2	none	*	319
contig_321	1781	5	N	N	1	both	*	321
contig_322	4866	5	N	N	1	both	*	322
contig_323	3188	5	N	N	1	both	*	323
contig_332	9183	11	N	N	1	none	*	-327,-326,333,332,-333,325,327
contig_334	3304	3	N	N	1	both	*	334
contig_335	10332	11	N	N	1	both	*	335
contig_336	6396	6	N	N	1	both	*	336
contig_337	1793	5	N	N	1	both	*	337
contig_338	1449	5	N	N	1	both	*	338
contig_339	2423	7	N	N	1	both	*	339
contig_341	1548	40	N	N	5	both	*	341
contig_342	7074	4	N	N	1	both	*	342
contig_343	6356	3	N	N	1	both	*	343
contig_344	2570	3	N	N	1	both	*	344
contig_345	3890	3	N	N	1	both	*	345
contig_346	4183	4	N	N	1	both	*	346
contig_347	2756	3	N	N	1	both	*	347
contig_348	2094	3	N	N	1	both	*	348
contig_349	3651	3	N	N	1	both	*	349
contig_350	8039	8	N	N	1	both	*	350
contig_351	6855	4	N	N	1	both	*	351
contig_352	3893	4	N	N	1	both	*	352
contig_353	4699	3	N	N	1	both	*	353
contig_354	8396	11	N	N	1	both	*	354
contig_355	2963	5	N	N	1	both	*	355
contig_358	3746	4	N	N	1	none	*	356,-357,-356,358,356
contig_359	1424	6	N	N	1	both	*	359
contig_360	4015	3	N	N	1	both	*	360
contig_361	5784	3	N	N	1	both	*	361
contig_362	1649	6	N	N	1	both	*	362
contig_364	2298	4	N	N	1	both	*	364
contig_371	5011	9	N	N	1	both	*	371
contig_372	4935	6	N	N	1	both	*	372
contig_373	3464	6	N	N	1	both	*	373
contig_375	793	15	N	N	2	both	*	375
contig_376	2766	3	N	N	1	both	*	376
contig_377	2330	3	N	N	1	both	*	377
contig_378	3879	7	N	N	1	both	*	378
contig_379	2878	4	N	N	1	both	*	379
contig_380	2336	3	N	N	1	both	*	380
contig_382	2536	75	N	N	9	both	*	382
contig_383	6816	3	N	N	1	both	*	383
contig_384	1597	5	N	N	1	both	*	384
contig_385	1370	14	N	N	2	both	*	385
contig_386	3465	3	N	N	1	both	*	386
contig_396	1309	8	N	N	1	both	*	396
contig_397	5603	10	N	N	1	both	*	397
contig_399	5709	7	N	N	1	both	*	399
contig_400	2608	15	N	N	2	left	*	400,-401
contig_402	1120	6	N	N	1	both	*	402
contig_403	8013	4	N	N	1	both	*	403
contig_404	1559	3	N	N	1	both	*	404
contig_405	2131	5	N	N	1	both	*	405
contig_406	4845	3	N	N	1	both	*	406
contig_412	3654	3	N	N	1	both	*	412
contig_413	6728	22	N	N	3	both	*	407,408,409,413,-409,-408,-407,-411
contig_414	3568	12	N	N	2	both	*	414
contig_415	1636	8	N	N	1	both	*	415
contig_417	3616	7	N	N	1	both	*	417
contig_418	5078	5	N	N	1	both	*	418
contig_419	1546	10	N	N	1	both	*	419
contig_423	1224	5	N	N	1	both	*	423
contig_424	2983	4	N	N	1	both	*	424
contig_425	2062	7	N	N	1	both	*	425
contig_426	1892	3	N	N	1	both	*	426
contig_428	4250	3	N	N	1	both	*	428
contig_430	6520	6	N	N	1	both	*	429,430,-429
contig_431	2204	3	N	N	1	both	*	431
contig_433	2523	3	N	N	1	both	*	433
contig_434	3890	5	N	N	1	both	*	434
contig_435	2194	3	N	N	1	both	*	435
contig_436	3193	4	N	N	1	both	*	436
contig_437	1695	3	N	N	1	both	*	437
contig_438	1189	3	N	N	1	both	*	438
contig_439	1771	4	N	N	1	both	*	439
contig_440	1313	32	N	N	4	both	*	440
contig_442	1073	8	N	N	1	both	*	442
contig_443	2292	5	N	N	1	both	*	443
contig_444	4297	3	N	N	1	both	*	444
contig_445	3823	3	N	N	1	both	*	445
contig_446	1784	3	N	N	1	both	*	446
contig_447	1105	19	N	N	2	both	*	447
contig_448	2025	7	N	N	1	both	*	448
contig_450	1106	3	N	N	1	both	*	450
contig_452	2916	6	N	N	1	both	*	452
contig_453	4456	9	N	N	1	both	*	453
contig_454	4588	4	N	N	1	both	*	454
contig_455	746	28	N	N	4	both	*	455
contig_456	1805	4	N	N	1	both	*	456
contig_458	2393	20	N	N	3	both	*	458
contig_459	3330	3	N	N	1	both	*	459
contig_460	2943	3	N	N	1	both	*	460
contig_462	4683	57	N	N	7	left	*	461,461,462,5765,-5765,-5765
contig_463	1859	38	N	N	5	both	*	463
contig_464	2266	3	N	N	1	both	*	464
contig_465	2253	3	N	N	1	both	*	465
contig_466	5707	7	N	N	1	left	*	466,-4994
contig_467	4302	28	N	N	4	both	*	467
contig_468	2593	5	N	N	1	both	*	468
contig_469	1836	3	N	N	1	both	*	469
contig_470	1387	3	N	N	1	both	*	470
contig_471	2478	3	N	N	1	both	*	471
contig_472	2180	3	N	N	1	both	*	472
contig_473	4069	4	N	N	1	both	*	473
contig_474	1324	3	N	N	1	both	*	474
contig_476	628	6	N	N	1	both	*	476
contig_477	2445	3	N	N	1	both	*	477
contig_478	2098	5	N	N	1	both	*	478
contig_479	1931	3	N	N	1	both	*	479
contig_480	2787	10	N	N	1	both	*	480
contig_482	1667	10	N	N	1	both	*	482
contig_484	3984	6	N	N	1	right	*	-483,484
contig_485	3207	3	N	N	1	both	*	485
contig_486	2303	11	N	N	1	both	*	486
contig_488	4739	61	N	N	8	none	*	6239,487,488,-489,489
contig_490	3698	20	N	N	3	none	*	2229,-491,490,-491,491
contig_492	3193	7	N	N	1	both	*	492
contig_493	3564	5	N	N	1	both	*	493
contig_494	3961	3	N	N	1	both	*	494
contig_495	6370	3	N	N	1	both	*	495
contig_496	7015	5	Y	N	1	none	*	496
contig_497	2306	4	N	N	1	both	*	497
contig_498	3140	3	N	N	1	both	*	498
contig_499	3055	4	N	N	1	both	*	499
contig_500	2525	3	N	N	1	both	*	500
contig_501	2674	3	N	N	1	both	*	501
contig_502	3024	3	N	N	1	both	*	502
contig_504	3925	10	N	N	1	both	*	504
contig_505	4389	3	N	N	1	both	*	505
contig_506	1176	4	N	N	1	both	*	506
contig_507	1871	5	N	N	1	both	*	507
contig_508	2682	5	N	N	1	both	*	508
contig_509	4422	8	N	N	1	both	*	509
contig_512	2812	7	N	N	1	both	*	512
contig_513	3296	3	N	N	1	both	*	513
contig_514	2368	3	N	N	1	both	*	514
contig_519	4090	25	N	N	3	none	*	516,517,-516,519,3469
contig_520	6219	5	N	N	1	both	*	520
contig_521	2372	3	N	N	1	both	*	521
contig_522	6331	4	N	N	1	both	*	522
contig_523	8823	5	N	N	1	both	*	523
contig_529	1313	5	N	N	1	both	*	529
contig_530	5455	3	N	N	1	both	*	530
contig_531	5064	7	N	N	1	both	*	531
contig_532	2512	4	N	N	1	both	*	532
contig_533	3560	115	N	N	14	both	*	533
contig_538	2122	9	N	N	1	both	*	538
contig_539	1793	4	N	N	1	both	*	539
contig_540	4239	5	N	N	1	both	*	534,536,540,-536,-534
contig_541	2756	10	N	N	1	both	*	541
contig_542	1826	3	N	N	1	both	*	542
contig_543	1129	3	N	N	1	both	*	543
contig_545	2546	6	N	N	1	both	*	545
contig_546	3107	3	N	N	1	both	*	546
contig_547	2899	3	N	N	1	both	*	547
