#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_65	8167	4	N	N	1	*	*,65,*
contig_54	6563	24	N	N	6	*	*,54,*
contig_68	6476	5	N	N	1	*	*,68,*
contig_87	6107	5	Y	Y	1	*	87
contig_71	5986	4	N	N	1	*	*,71,*
contig_38	5584	9	N	N	1	*	*,38,*
contig_70	5499	5	N	N	1	*	*,70,*
contig_15	4957	6	Y	Y	1	*	15
contig_33	4373	6	N	N	1	*	*,33,*
contig_47	4298	8	N	N	2	*	*,47,*
contig_42	4168	4	N	N	1	*	42,-86,*
contig_76	4104	7	N	N	1	*	*,76,*
contig_30	3977	4	N	N	1	*	*,30,*
contig_74	3971	4	N	N	1	*	*,74,*
contig_83	3891	12	N	N	3	*	*,83,*
contig_52	3841	5	N	N	1	*	*,52,*
contig_18	3663	4	N	N	1	*	*,18,*
contig_66	3576	7	N	N	1	*	*,66,*
contig_49	3472	5	N	N	1	*	*,49,*
contig_56	3469	3	N	N	1	*	*,56,*
contig_69	3310	9	N	N	2	*	*,69,*
contig_78	3288	3	N	N	1	*	*,78,*
contig_37	3222	4	N	N	1	*	*,37,*
contig_34	3095	7	N	N	1	*	*,34,*
contig_35	3089	20	N	N	6	*	*,35,*
contig_45	3020	81	N	N	16	*	*,45,*
contig_82	3018	11	N	N	2	*	*,82,*
contig_4	2944	5	N	N	1	*	*,4,*
contig_84	2890	3	Y	Y	1	*	84
contig_28	2889	4	N	N	1	*	*,28,*
contig_3	2868	8	N	N	2	*	*,3,*
contig_53	2865	9	N	N	2	*	*,53,*
contig_61	2817	11	N	N	2	*	*,61,*
contig_39	2791	7	N	N	1	*	*,39,*
contig_75	2780	4	Y	Y	1	*	75
contig_20	2778	6	N	N	1	*	*,20,*
contig_43	2741	5	N	N	1	*	*,43,*
contig_55	2724	13	N	N	3	*	*,55,*
contig_58	2716	7	N	N	1	*	*,58,*
contig_7	2704	6	N	N	1	*	*,7,*
contig_77	2670	6	N	N	1	*	*,77,*
contig_26	2669	6	N	N	1	*	*,26,*
contig_72	2668	6	N	N	1	*	*,72,*
contig_6	2655	9	N	N	1	*	*,6,*
contig_2	2618	7	N	N	1	*	*,2,*
contig_59	2603	8	N	N	2	*	*,59,*
contig_60	2602	3	N	N	1	*	*,60,*
contig_22	2585	4	N	N	1	*	*,22,*
contig_63	2577	6	N	N	1	*	*,63,*
contig_46	2573	5	N	N	1	*	*,46,*
contig_64	2543	3	N	N	1	*	*,64,*
contig_12	2541	7	N	N	1	*	*,12,*
contig_50	2527	5	N	N	1	*	*,50,*
contig_13	2491	3	N	N	1	*	*,13,*
contig_23	2487	4	N	N	1	*	*,23,*
contig_24	2420	8	N	N	2	*	*,24,*
contig_48	2410	3	N	N	1	*	*,48,*
contig_5	2400	7	N	N	2	*	*,5,*
contig_44	2382	3	N	N	1	*	*,44,*
contig_73	2363	3	N	N	1	*	*,73,*
contig_36	2349	5	N	N	1	*	*,36,*
contig_67	2349	4	N	N	1	*	*,67,*
contig_51	2346	15	N	N	3	*	*,51,*
contig_19	2306	5	N	N	1	*	*,19,*
contig_25	2301	4	N	N	1	*	*,25,*
contig_1	2296	5	N	N	1	*	*,1,*
contig_32	2295	7	N	N	1	*	*,32,*
contig_10	2222	32	N	N	8	*	*,10,*
contig_11	2188	3	N	N	1	*	*,11,*
contig_62	2171	4	N	N	1	*	*,62,*
contig_80	2077	3	N	Y	1	*	80
contig_21	2069	5	N	N	1	*	*,21,*
contig_57	1817	20	N	N	6	*	*,57,*
contig_40	1347	5	Y	Y	1	*	40
contig_27	1336	4	N	N	1	*	*,27,*
contig_31	1127	6	N	N	1	*	*,31,*
contig_9	935	27	N	Y	8	*	9
contig_8	572	3	N	Y	1	*	8
