#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	2808	3	N	N	1	both	*	1
contig_60	11952	3	N	N	1	none	*	60,72,-73,-61,2,2,2,2,30,2,2,2,2,2,2,2,2
contig_62	1463	5	N	N	1	both	*	62
contig_63	1289	4	N	N	1	both	*	63
contig_64	1966	3	N	N	1	both	*	64
contig_65	1278	31	N	N	1	both	*	65
contig_66	1041	3	N	N	1	both	*	66
contig_67	1528	5	N	N	1	both	*	67
contig_68	3048	3	N	N	1	both	*	68
contig_69	1698	3	N	N	1	both	*	69
contig_70	5504	3	N	N	1	both	*	70
contig_75	2883	3	N	N	1	both	*	75
contig_83	7456	137	N	N	2	both	*	80,80,80,82,82,83,-80,-81
contig_84	1588	27	N	N	1	both	*	84
contig_85	1955	6	N	N	1	both	*	85
contig_87	6956	7	N	N	1	none	*	87,-86,-86,-86,-86,89,86,86,86,86
contig_88	1865	3	N	N	1	none	*	88
contig_90	1710	4	N	N	1	both	*	90
contig_91	3208	3	N	N	1	both	*	91
contig_121	3207	3	N	N	1	both	*	121
contig_122	3429	3	N	N	1	both	*	122
contig_123	2395	3	N	N	1	both	*	123
contig_124	2214	3	N	N	1	both	*	124
contig_125	3014	4	N	N	1	both	*	125
contig_126	4163	3	N	N	1	both	*	126
contig_127	2583	3	N	N	1	both	*	127
contig_129	14149	12	N	N	1	none	*	-128,-128,-128,-128,-128,-128,-128,129,-128,-128,-128,130,-128,-128,130,128,128,128,128
contig_135	937	17	N	N	1	both	*	135
contig_136	2227	3	N	N	1	both	*	136
contig_137	4070	3	N	N	1	both	*	137
contig_138	2220	3	N	N	1	both	*	138
contig_150	19378	4	N	N	1	right	*	-139,-139,-139,-149,-139,-139,-139,-139,139,139,139,139,149,139,139,150,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167,-167
contig_151	2635	15	N	N	1	both	*	151
contig_152	2464	3	N	N	1	both	*	152
contig_153	6971	5	N	N	1	both	*	153
contig_155	2943	17	N	N	1	none	*	154,155,-154
contig_157	1947	5	N	N	1	both	*	157
contig_163	4646	4	N	N	1	none	*	159,159,159,160,163,-159,-159
contig_165	3276	12	N	N	1	none	*	-158,165,161,162
contig_171	2271	3	N	N	1	both	*	171
contig_173	2523	3	N	N	1	both	*	173
contig_174	2525	5	N	N	1	both	*	174
contig_175	5129	5	N	N	1	both	*	175
contig_187	2480	3	N	N	1	both	*	187
contig_192	2464	3	N	N	1	both	*	192
contig_193	2222	3	N	N	1	both	*	193
contig_194	2599	4	N	N	1	both	*	194
contig_195	2208	3	N	N	1	both	*	195
contig_196	2711	3	N	N	1	both	*	196
contig_198	2269	10	N	N	1	both	*	198
contig_199	2427	3	N	N	1	both	*	199
contig_200	3939	3	N	N	1	both	*	200
contig_201	3966	3	N	N	1	both	*	201
contig_202	1458	3	N	N	1	both	*	202
contig_203	2560	3	N	N	1	both	*	203
contig_204	2308	3	N	N	1	both	*	204
contig_205	2353	3	N	N	1	both	*	205
contig_206	1489	4	N	N	1	both	*	206
contig_207	2415	3	N	N	1	both	*	207
contig_208	3004	3	N	N	1	both	*	208
contig_209	2273	3	N	N	1	both	*	209
contig_210	2287	3	N	N	1	both	*	210
contig_211	2391	3	N	N	1	both	*	211
contig_212	2339	3	N	N	1	both	*	212
contig_217	2190	3	N	N	1	both	*	217
contig_218	2300	3	N	N	1	both	*	218
contig_219	2668	5	N	N	1	both	*	219
contig_220	2551	3	N	N	1	both	*	220
contig_221	2786	4	N	N	1	both	*	221
contig_222	596	30	N	N	1	both	*	222
contig_223	5214	12	N	N	1	both	*	223
contig_224	1502	75	N	N	1	both	*	224
contig_225	1373	5	N	N	1	both	*	225
contig_227	1128	37	N	N	1	none	*	227,226
contig_228	2313	3	N	N	1	both	*	228
contig_231	2308	3	N	N	1	both	*	231
contig_232	2245	5	N	N	1	both	*	232
contig_233	2611	3	N	N	1	both	*	233
contig_234	1126	4	N	N	1	both	*	234
contig_235	4725	3	N	N	1	both	*	235
contig_237	3566	5	N	N	1	none	*	236,237,-236
contig_238	2239	4	N	N	1	both	*	238
contig_239	2195	4	N	N	1	both	*	239
contig_240	2853	3	N	N	1	both	*	240
contig_241	3867	3	N	N	1	both	*	241
contig_242	2485	3	N	N	1	both	*	242
contig_243	1170	6	N	N	1	both	*	243
contig_244	2506	3	N	N	1	both	*	244
contig_245	2687	3	N	N	1	both	*	245
contig_246	2288	3	N	N	1	both	*	246
contig_247	2802	3	N	N	1	both	*	247
contig_249	1140	3	N	N	1	both	*	249
contig_250	3960	5	N	N	1	both	*	250
contig_251	2598	3	N	N	1	both	*	251
contig_252	2940	4	N	N	1	both	*	252
contig_253	2994	3	N	N	1	both	*	253
contig_254	2273	3	N	N	1	both	*	254
contig_255	2584	3	N	N	1	both	*	255
contig_256	2674	3	N	N	1	both	*	256
contig_258	9211	14	N	N	1	none	*	-259,-259,-257,258,257,259,259,259
contig_260	1075	37	N	N	1	both	*	260
contig_261	1230	5	N	N	1	both	*	261
contig_262	2787	3	N	N	1	both	*	262
contig_263	2631	3	N	N	1	both	*	263
contig_264	2356	3	N	N	1	both	*	264
contig_265	3137	3	N	N	1	both	*	265
contig_266	2598	3	N	N	1	both	*	266
contig_267	1515	12	N	N	1	both	*	267
contig_268	2813	4	N	N	1	both	*	268
contig_269	1546	3	N	N	1	both	*	269
contig_270	2648	3	N	N	1	both	*	270
contig_271	2493	3	N	N	1	both	*	271
contig_272	5984	3	N	N	1	both	*	272
contig_273	3136	3	N	N	1	both	*	273
contig_274	2983	3	N	N	1	both	*	274
contig_275	2374	3	N	N	1	both	*	275
contig_276	2944	3	N	N	1	both	*	276
contig_277	4324	3	N	N	1	both	*	277
contig_278	5076	3	N	N	1	both	*	278
contig_279	2870	3	N	N	1	both	*	279
contig_280	2545	3	N	N	1	both	*	280
contig_281	2348	3	N	N	1	both	*	281
contig_282	3773	3	N	N	1	both	*	282
contig_283	2263	3	N	N	1	both	*	283
contig_284	2697	3	N	N	1	both	*	284
contig_285	2278	3	N	N	1	both	*	285
contig_286	3829	4	N	N	1	both	*	286
contig_287	8851	3	N	N	1	both	*	287
contig_288	2291	3	N	N	1	both	*	288
contig_289	3624	3	N	N	1	both	*	289
contig_290	2346	3	N	N	1	both	*	290
contig_291	8497	3	N	N	1	both	*	291
contig_292	2354	3	N	N	1	both	*	292
contig_293	2241	3	N	N	1	both	*	293
contig_300	7233	3	N	N	1	both	*	-295,-299,-294,300,294,299,295
contig_301	1499	4	N	N	1	both	*	301
contig_302	3176	4	N	N	1	both	*	-296,302,296,296
contig_303	2686	3	N	N	1	both	*	303
contig_309	2727	3	N	N	1	both	*	309
contig_310	2248	4	N	N	1	both	*	310
contig_311	1425	9	N	N	1	both	*	311
contig_313	4604	25	N	N	1	right	*	312,313,314,314
contig_315	2211	3	N	N	1	both	*	315
contig_316	1357	4	N	N	1	both	*	316
contig_318	2912	4	N	N	1	both	*	318
contig_319	2575	3	N	N	1	both	*	319
contig_320	2452	3	N	N	1	both	*	320
contig_323	10882	8	N	N	1	none	*	321,322,322,323,-322,-322,-322,-322,-321,-321
contig_324	2501	6	N	N	1	both	*	324
contig_325	2234	3	N	N	1	both	*	325
contig_326	3375	3	N	N	1	both	*	326
contig_327	2304	3	N	N	1	both	*	327
contig_328	2230	3	N	N	1	both	*	328
contig_329	4027	5	N	N	1	both	*	329
contig_330	6961	3	N	N	1	both	*	330
contig_331	2362	3	N	N	1	both	*	331
contig_332	2107	3	N	N	1	both	*	332
contig_333	9067	3	N	N	1	both	*	333
contig_334	2184	4	N	N	1	both	*	334
contig_335	3422	3	N	N	1	both	*	335
contig_336	2396	3	N	N	1	both	*	336
contig_337	2406	3	N	N	1	both	*	337
contig_338	2571	4	N	N	1	both	*	338
contig_339	4033	4	N	N	1	both	*	339
contig_341	8491	3	N	N	1	none	*	-342,345,341,-340
contig_344	5356	6	N	N	1	none	*	340,344,-343,-340
contig_346	3268	3	N	N	1	both	*	346
contig_350	2379	3	N	N	1	both	*	350
contig_351	3648	3	N	N	1	both	*	351
contig_352	2665	3	N	N	1	both	*	352
contig_353	3970	3	N	N	1	both	*	353
contig_354	2170	5	N	N	1	both	*	354
contig_355	2496	3	N	N	1	both	*	355
contig_356	2558	3	N	N	1	both	*	356
contig_357	2870	3	N	N	1	both	*	357
contig_358	3687	3	N	N	1	both	*	358
contig_359	4107	5	N	N	1	both	*	359
contig_360	2204	3	N	N	1	both	*	360
contig_361	2581	3	N	N	1	both	*	361
contig_363	2411	3	N	N	1	both	*	363
contig_370	2299	3	N	N	1	both	*	370
contig_371	3663	4	N	N	1	both	*	371
contig_372	3309	3	N	N	1	both	*	372
contig_373	4136	3	N	N	1	both	*	373
contig_374	3172	3	N	N	1	both	*	374
contig_375	6549	3	N	N	1	both	*	375
contig_376	2418	3	N	N	1	both	*	376
contig_377	2219	3	N	N	1	both	*	377
contig_378	2492	3	N	N	1	both	*	378
contig_379	3539	3	N	N	1	both	*	379
contig_380	2811	5	N	N	1	both	*	380
contig_381	2508	3	N	N	1	both	*	381
contig_382	2004	4	N	N	1	both	*	382
contig_383	5383	3	N	N	1	both	*	383
contig_384	2356	3	N	N	1	both	*	384
contig_385	2468	3	N	N	1	both	*	385
contig_390	2284	3	N	N	1	both	*	390
contig_391	5749	3	N	N	1	both	*	391
contig_392	4338	4	N	N	1	left	*	392,393
contig_394	3132	3	N	N	1	both	*	394
contig_395	2399	5	N	N	1	both	*	395
contig_397	2972	3	N	N	1	both	*	397
contig_398	2188	3	N	N	1	both	*	398
contig_399	3450	3	N	N	1	both	*	399
contig_400	2535	4	N	N	1	both	*	400
contig_401	2198	3	N	N	1	both	*	401
contig_402	2379	3	N	N	1	both	*	402
contig_403	3234	3	N	N	1	both	*	403
contig_404	2289	3	N	N	1	both	*	404
contig_405	2610	4	N	N	1	both	*	405
contig_406	2545	3	N	N	1	both	*	406
contig_407	2281	3	N	N	1	both	*	407
contig_409	3076	3	N	N	1	both	*	409
contig_410	2537	3	N	N	1	both	*	410
contig_411	1895	3	N	N	1	both	*	411
contig_412	2578	3	N	N	1	both	*	412
contig_413	2290	3	N	N	1	both	*	413
contig_414	2512	3	N	N	1	both	*	414
contig_415	2243	3	N	N	1	both	*	415
contig_416	11011	7	N	N	1	both	*	416
contig_417	1490	4	N	N	1	both	*	417
contig_418	2257	3	N	N	1	both	*	418
contig_419	4576	3	N	N	1	both	*	419
contig_420	1977	5	N	N	1	both	*	420
contig_421	2215	3	N	N	1	both	*	421
contig_422	4159	3	N	N	1	both	*	422
contig_423	3955	3	N	N	1	both	*	423
contig_424	1444	5	N	N	1	both	*	424
contig_425	2200	3	N	N	1	both	*	425
contig_426	2491	3	N	N	1	both	*	426
contig_427	2877	3	N	N	1	both	*	427
contig_428	2440	3	N	N	1	both	*	428
contig_429	2655	4	N	N	1	both	*	429
contig_430	2531	3	N	N	1	both	*	430
contig_431	4963	3	N	N	1	both	*	431
contig_432	2520	5	N	N	1	both	*	432
contig_433	3069	5	N	N	1	both	*	433
contig_436	3988	3	N	N	1	both	*	436
contig_437	3943	3	N	N	1	both	*	437
contig_438	3928	3	N	N	1	both	*	438
contig_439	2488	3	N	N	1	both	*	439
contig_440	5518	4	N	N	1	both	*	440
contig_441	2348	3	N	N	1	both	*	441
contig_442	2674	3	N	N	1	both	*	442
contig_443	2275	3	N	N	1	both	*	443
contig_444	3454	3	N	N	1	both	*	444
contig_445	4361	3	N	N	1	both	*	445
contig_446	2406	4	N	N	1	both	*	446
contig_447	2460	3	N	N	1	both	*	447
contig_448	2679	3	N	N	1	both	*	448
contig_449	2385	4	N	N	1	both	*	449
contig_450	2250	3	N	N	1	both	*	450
contig_451	2707	3	N	N	1	both	*	451
contig_452	2663	4	N	N	1	both	*	452
contig_453	2565	3	N	N	1	both	*	453
contig_454	3119	3	N	N	1	both	*	454
contig_455	2386	3	N	N	1	both	*	455
contig_456	6960	7	N	N	1	both	*	456
contig_457	2276	3	N	N	1	both	*	457
contig_458	2385	3	N	N	1	both	*	458
contig_459	3652	3	N	N	1	both	*	459
contig_460	2806	3	N	N	1	both	*	460
contig_461	2585	3	N	N	1	both	*	461
contig_462	4611	3	N	N	1	both	*	462
contig_463	2538	3	N	N	1	both	*	463
contig_464	3059	3	N	N	1	both	*	464
contig_465	18541	4	Y	N	1	none	*	465
contig_466	2797	4	N	N	1	both	*	466
contig_467	2299	3	N	N	1	both	*	467
contig_468	2848	3	N	N	1	both	*	468
contig_469	2282	3	N	N	1	both	*	469
contig_473	3422	3	N	N	1	both	*	658,473,-658
contig_475	2351	3	N	N	1	both	*	475
contig_476	2482	3	N	N	1	both	*	476
contig_477	2862	3	N	N	1	both	*	477
contig_479	2062	4	N	N	1	both	*	479
contig_480	2253	3	N	N	1	both	*	480
contig_481	2446	3	N	N	1	both	*	481
contig_482	3522	3	N	N	1	both	*	482
contig_483	4086	3	N	N	1	both	*	483
contig_484	2426	3	N	N	1	both	*	484
contig_485	1555	3	N	N	1	both	*	485
contig_486	4570	5	N	N	1	both	*	486
contig_490	2201	3	N	N	1	both	*	490
contig_491	2239	3	N	N	1	both	*	491
contig_492	1868	4	N	N	1	both	*	492
contig_493	4936	5	N	N	1	both	*	493
contig_496	2364	3	N	N	1	both	*	496
contig_497	2764	3	N	N	1	both	*	497
contig_498	2357	3	N	N	1	both	*	498
contig_499	5937	3	N	N	1	both	*	499
contig_500	5455	3	N	N	1	both	*	500
contig_501	2855	3	N	N	1	both	*	501
contig_502	3957	3	N	N	1	both	*	502
contig_503	3246	3	N	N	1	both	*	503
contig_504	2889	3	N	N	1	both	*	504
contig_506	2777	3	N	N	1	both	*	506
contig_507	2626	3	N	N	1	both	*	507
contig_508	2329	3	N	N	1	both	*	508
contig_509	2265	3	N	N	1	both	*	509
contig_510	1932	4	N	N	1	both	*	510
contig_511	2968	3	N	N	1	both	*	511
contig_512	2842	3	N	N	1	both	*	512
contig_515	7439	44	N	N	1	left	*	514,513,514,513,513,514,513,515,-517,-517,-517,516,516
contig_518	1114	5	N	N	1	both	*	518
contig_519	4112	4	N	N	1	both	*	519
contig_520	3978	3	N	N	1	both	*	520
contig_521	2352	3	N	N	1	both	*	521
contig_522	2678	3	N	N	1	both	*	522
contig_523	3250	3	N	N	1	both	*	523
contig_524	2392	4	N	N	1	both	*	524
contig_525	2418	3	N	N	1	both	*	525
contig_526	2437	3	N	N	1	both	*	526
contig_529	1335	4	N	N	1	both	*	529
contig_530	2287	3	N	N	1	both	*	530
contig_531	2229	3	N	N	1	both	*	531
contig_532	2897	3	N	N	1	both	*	532
contig_533	2320	4	N	N	1	both	*	533
contig_534	2377	3	N	N	1	both	*	534
contig_535	2418	3	N	N	1	both	*	535
contig_537	1163	3	N	N	1	both	*	537
contig_541	2606	3	N	N	1	both	*	541
contig_542	3044	3	N	N	1	both	*	542
contig_545	1410	6	N	N	1	both	*	545
contig_546	2224	3	N	N	1	both	*	546
contig_547	3328	3	N	N	1	both	*	547
contig_548	2552	4	N	N	1	both	*	548
contig_549	2497	3	N	N	1	both	*	549
contig_551	3867	3	N	N	1	both	*	551
contig_552	2226	3	N	N	1	both	*	552
contig_557	2641	10	N	N	1	both	*	557
contig_558	1024	8	N	N	1	both	*	558
contig_565	1648	12	N	N	1	both	*	565
contig_568	7912	133	N	N	2	none	*	-566,567,-567,566,-566,567,-567,566,568,571,-571
contig_570	2210	4	N	N	1	both	*	570
contig_573	3094	3	N	N	1	both	*	573
contig_574	2873	3	N	N	1	both	*	574
contig_575	9061	3	N	N	1	both	*	575
contig_577	3234	6	N	N	1	both	*	577
contig_578	1836	4	N	N	1	both	*	578
contig_579	2438	3	N	N	1	both	*	579
contig_580	2230	6	N	N	1	both	*	580
contig_581	2274	8	N	N	1	both	*	581
contig_582	4008	3	N	N	1	right	*	582,-668
contig_583	4358	7	N	N	1	both	*	583
contig_584	2593	3	N	N	1	both	*	584
contig_585	3190	4	N	N	1	both	*	585
contig_586	2342	3	N	N	1	both	*	586
contig_588	3152	3	N	N	1	both	*	588
contig_589	2457	3	N	N	1	both	*	589
contig_590	2029	4	N	N	1	both	*	590
contig_591	2220	3	N	N	1	both	*	591
contig_592	3040	3	N	N	1	both	*	592
contig_593	2369	3	N	N	1	both	*	593
contig_594	7975	3	N	N	1	both	*	594
contig_595	5087	7	N	N	1	both	*	595
contig_596	5102	3	N	N	1	both	*	596
contig_597	3435	3	N	N	1	both	*	597
contig_598	2815	3	N	N	1	both	*	598
contig_599	2233	3	N	N	1	both	*	599
contig_600	5063	3	N	N	1	both	*	600
contig_601	8535	3	N	N	1	both	*	601
contig_602	2576	3	N	N	1	both	*	602
contig_603	2422	3	N	N	1	both	*	603
contig_604	2848	4	N	N	1	both	*	604
contig_605	2602	3	N	N	1	both	*	605
contig_607	2347	3	N	N	1	none	*	-606,607,606
contig_608	2015	7	N	N	1	none	*	608
contig_609	1125	4	N	N	1	none	*	609
contig_610	2307	3	N	N	1	both	*	610
contig_611	2411	3	N	N	1	both	*	611
contig_613	2321	3	N	N	1	both	*	613
contig_614	2580	3	N	N	1	both	*	614
contig_615	9681	48	Y	N	1	none	*	615
contig_616	1792	4	N	N	1	both	*	616
contig_617	2462	7	N	N	1	both	*	617
contig_618	2495	3	N	N	1	both	*	618
contig_619	3036	3	N	N	1	both	*	619
contig_620	4298	3	N	N	1	both	*	620
contig_623	4054	5	N	N	1	none	*	623,-625,622,622
