#seq_name	length	coverage
contig_1	1601	31
contig_10	915	23
contig_100	2115	65
contig_1000	1717	218
contig_10000	794	139
contig_10001	558	153
contig_10002	928	178
contig_10003	2587	35
contig_10004	1664	20
contig_10006	4038	30
contig_10008	1898	24
contig_10009	6610	25
contig_1001	652	140
contig_10010	2889	9
contig_10011	8303	27
contig_10012	2134	25
contig_10013	6643	15
contig_10014	3462	15
contig_10015	1662	14
contig_10016	4951	9
contig_10017	1390	20
contig_10018	6844	148
contig_10019	3214	16
contig_1002	652	140
contig_10020	7274	57
contig_10021	3823	14
contig_10022	2272	33
contig_10023	1412	30
contig_10024	1176	43
contig_10025	947	6
contig_10026	723	26
contig_10027	1395	52
contig_1003	653	131
contig_10030	2864	46
contig_10031	1310	27
contig_10032	1450	20
contig_10033	1410	20
contig_10034	2852	34
contig_10035	3500	19
contig_10036	2861	5
contig_10037	4602	21
contig_10038	2719	13
contig_1004	1237	32
contig_10040	5625	14
contig_10041	857	55
contig_10042	6529	19
contig_10044	1070	22
contig_10045	1683	23
contig_10046	1661	17
contig_10047	2095	6
contig_10048	2205	18
contig_10049	5574	17
contig_1005	1208	66
contig_10050	2148	15
contig_10051	1604	16
contig_10052	5091	18
contig_10053	966	58
contig_10055	3372	29
contig_10056	2087	20
contig_10057	1757	35
contig_10058	3211	17
contig_10059	956	8
contig_1006	9017	16
contig_10060	3867	51
contig_10061	1735	14
contig_10062	2472	13
contig_10063	1897	20
contig_10065	1688	50
contig_10066	5335	26
contig_10067	4174	16
contig_10068	1314	19
contig_10069	3274	30
contig_1007	2351	15
contig_10070	1451	12
contig_10071	893	55
contig_10072	566	44
contig_10074	1121	61
contig_10075	834	46
contig_10077	3754	18
contig_10078	4216	15
contig_10079	2114	18
contig_1008	2903	18
contig_10080	1916	13
contig_10081	5530	72
contig_10082	2549	36
contig_10083	1565	20
contig_10084	2672	11
contig_10085	2843	35
contig_10086	4616	26
contig_10087	2191	13
contig_10088	4700	11
contig_10089	3031	18
contig_1009	2622	15
contig_10090	2273	4
contig_10091	954	12
contig_10092	1943	9
contig_10093	4569	6
contig_10094	2795	13
contig_10095	2069	16
contig_10096	3161	12
contig_101	4084	17
contig_1010	4921	52
contig_10100	1904	17
contig_10101	3864	12
contig_10102	3486	14
contig_10103	3026	14
contig_10104	4896	4
contig_10105	4635	19
contig_10106	3024	20
contig_10107	3518	17
contig_10108	3101	17
contig_10109	2791	37
contig_1011	996	39
contig_10110	3700	8
contig_10111	1709	20
contig_10112	6576	97
contig_10113	755	186
contig_10114	749	131
contig_10116	3954	21
contig_10117	2249	20
contig_10118	2476	36
contig_10119	1725	147
contig_1012	520	15
contig_10120	1922	15
contig_10121	1056	26
contig_10122	5574	18
contig_10124	3382	26
contig_10125	1272	44
contig_10126	734	16
contig_10127	1438	21
contig_10128	2088	24
contig_10129	2706	12
contig_1013	1688	80
contig_10131	8605	20
contig_10133	6181	15
contig_10134	2796	4
contig_10135	1965	10
contig_10136	11906	22
contig_10137	3274	29
contig_10138	1588	16
contig_10139	4444	20
contig_1014	1621	17
contig_10140	4118	78
contig_10142	2299	20
contig_10143	5591	21
contig_10144	3193	13
contig_10145	2899	17
contig_10146	2677	14
contig_10147	549	51
contig_10148	5527	76
contig_10149	1653	19
contig_1015	1895	22
contig_10150	1865	13
contig_10151	2328	12
contig_10152	919	18
contig_10153	3797	67
contig_10154	2148	28
contig_10155	3779	15
contig_10156	2252	14
contig_10157	2424	7
contig_10158	6559	75
contig_1016	4522	77
contig_10160	4867	6
contig_10161	6711	44
contig_10163	2356	13
contig_10164	621	10
