#seq_name	length	coverage
contig_1	1603	22
contig_10	5797	18
contig_100	3108	52
contig_1001	3293	49
contig_1002	4336	22
contig_1003	1536	19
contig_1005	1046	49
contig_1006	508	53
contig_1007	1141	48
contig_1008	5745	17
contig_1009	640	9
contig_101	7235	33
contig_1010	633	42
contig_1011	633	43
contig_1012	1051	125
contig_1013	1575	27
contig_1014	4124	24
contig_1015	2701	29
contig_1016	2561	13
contig_1017	2356	15
contig_1018	4246	20
contig_102	2803	20
contig_1020	11635	50
contig_1021	10519	23
contig_1022	868	148
contig_1025	6243	19
contig_1026	2283	19
contig_1027	5105	50
contig_1028	1257	26
contig_1029	3972	12
contig_103	3529	57
contig_1030	2510	13
contig_1032	571	8
contig_1034	1557	18
contig_1035	9937	72
contig_1036	2604	14
contig_1037	1568	20
contig_1038	757	5
contig_1041	1100	20
contig_1042	3298	27
contig_1043	3916	20
contig_1044	2404	50
contig_1045	1064	23
contig_1046	3561	20
contig_1047	7743	30
contig_1048	1037	177
contig_1049	690	164
contig_1050	843	33
contig_1051	149	4
contig_1052	3197	26
contig_1053	1913	39
contig_1055	1735	14
contig_1056	3086	18
contig_1057	2495	19
contig_1058	2280	140
contig_1059	2558	6
contig_1060	824	6
contig_1061	656	28
contig_1062	2652	20
contig_1063	1376	26
contig_1064	5226	58
contig_1065	859	13
contig_1066	1360	77
contig_107	753	12
contig_1071	8401	10
contig_1072	4110	16
contig_1073	2937	16
contig_1074	2066	19
contig_1075	4330	13
contig_1076	4525	13
contig_1077	2500	40
contig_1078	1424	26
contig_1079	4195	31
contig_1081	4178	23
contig_1082	878	12
contig_1083	997	43
contig_1084	3568	52
contig_1085	2185	24
contig_1087	4415	19
contig_1088	2572	13
contig_1089	3135	22
contig_109	560	21
contig_1090	574	50
contig_1091	2525	20
contig_1092	1728	20
contig_1093	2374	19
contig_1096	4261	21
contig_1097	7417	20
contig_1098	2305	14
contig_1099	1094	20
contig_110	1732	203
contig_1100	1949	7
